id,EIC_Code,NE_name,v_nom,length_km,r_per_km,x_per_km,b_per_km_uS,PyPSA_ids,match_quality,has_match,r,x,b,length,Comment,bus0,bus1,TSO,CORE-TSO_bus0,CORE-TSO_bus1,Imax,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line,Unnamed: 26,b_per_km,is_parallel_circuit,parallel_group
420,11T0-0000-0487-T,Sechtem - Siegburg TROISD W ,220,15.44053645514033,0.0585723553539589,0.310188459578685,,relation/1084046-220,Parallel Circuit - Comprehensive 1:1 (was: relation/1084046-220),True,1.004,5.317,6.06e-05,17.1411921875554,,22766160T,22767509,Amprion GmbH,Sechtem,Siegburg,,,,,,,,,1360.0,299.2,False,,3.5353433610058893e-06,True,419_420
423,11T0-0000-0798-7,Osburg - Uchtelfangen UCHTLF O ,400,28.42715982529101,0.029486590927105,0.2511142388133029,,merged_relation/1636708-380-b+1,Poor Match,True,1.449,12.34,0.0002146,49.1409808472648,,42097854,54359256,Amprion GmbH,Osburg,Uchtelfangen,,,,,,,2580.0,,,1032.0,False,,4.36702720010817e-06,False,
424,11T0-0000-0756-T,Niederstedem - Uchtelfangen UCHTLF W ,400,54.37547460590084,0.0293826940279286,0.2515670341648851,,merged_way/152924510-1-380+1;merged_way/139305260-1-380+2,2-Segment Poor Match,True,2.802,23.99,0.0004157,95.362256345067,,151967290,54359256,Amprion GmbH,Niederstedem,Uchtelfangen,,,,,,,2580.0,,,1032.0,False,,4.359166990510327e-06,False,
425,11T0-0000-0616-D,Y-Gersteinwerk (-Hanekenfaehr - Uentrop) UENTRO N ,400,9.968107611529916,0.0272261897884621,0.2514607676332595,,merged_way/42507067-380+1,Parallel Circuit - Parallel Circuit - Fair Match,True,0.339,3.131,5.43e-05,12.4512464885432,,42507488,271226559,Amprion GmbH,Gersteinwerk,Y-Gersteinwerk,,,,,,,,2720.0,3078.0,1231.2,False,,4.361009160806768e-06,True,224_425
426,11T0-0000-0644-7,Y-Hanekenfaehr (-Gersteinwerk - Uentrop) UENTRO N ,400,60.88892577907398,0.0278476579984787,0.2530466882117045,,merged_way/781632468-380+1;merged_way/38139845-380+2;way/741770435-380;merged_way/111963058-380+2;merged_way/118904273-380+1;way/42861709-1-380;merged_way/118436919-380+1,7-Segment Poor Match,True,2.891,26.27,0.0004499,103.814834272883,,61918154,271226559,Amprion GmbH,Hanekenfaehr,Y-Gersteinwerk,,,,,,,,2368.0,2844.0,1137.6,False,,4.333677389662956e-06,False,
427,11T0-0000-0869-B,Y-Uentrop (-Gersteinwerk - Hanekenfaehr) UENTRO N ,400,12.117289233098012,0.027187518642195,0.2528774882102436,,way/269823874-380,Parallel Circuit - Parallel Circuit - Good Match,True,0.405,3.767,6.46e-05,14.8965415097294,,42488850,271226559,Amprion GmbH,Uentrop,Y-Gersteinwerk,,,,,,,,2720.0,3078.0,1231.2,False,,4.336577047619255e-06,True,226_427
428,11T0-0000-0840-9,Roxel - Uentrop UENTRO S ,400,36.466308657393995,0.0292480518195982,0.2516816053316875,,way/111499706-380;merged_way/118904273-380+1;merged_way/118436919-380+1;way/269823874-380,4-Segment Poor Match,True,1.656,14.25,0.0002467,56.6191557035729,,25506770,42488850,Amprion GmbH,Roxel,Uentrop,,,,,,,,,3078.0,1231.2,False,,4.357182598970337e-06,False,
429,11T0-0000-0113-A,Uerdingen - Utfort UERDIN W ,220,7.212692733274407,0.0608608240703476,0.3264226826995903,,way/292627381-220,Poor Match,True,0.875,4.693,4.83e-05,14.3770646120172,,24479984,23380800T,Amprion GmbH,Uerdingen,Utfort,,,,,,,,,1160.0,255.2,False,,3.359517488683191e-06,False,
432,11T0-0000-1446-5,Y-Duelken (-Edelstahl - Utfort) UTFORT W ,220,14.496477657408875,0.0273856015695639,0.2512236475195185,,merged_way/110379578-1-220+6,Fair Match,True,0.628,5.761,0.0001001,22.9317584426538,,24815262,269480914,Amprion GmbH,Duelken,Y-Edelstahl,,,,,,,1360.0,,,299.2,False,,4.365125345721889e-06,False,
433,11T0-0000-1447-2,Y-Edelstahl (-Duelken - Utfort) UTFORT W ,220,2.104455692785566,0.0579815788635434,0.2901963598842023,,merged_way/69719498-1-220+1,Good Match,True,0.201,1.006,1.31e-05,3.46661825944828,,93278553,269480914,Amprion GmbH,Edelstahl,Y-Edelstahl,,,,,,,1360.0,,,299.2,False,,3.778898920957306e-06,False,
434,11T0-0000-1449-X,Y-Utfort (-Duelken - Edelstahl) UTFORT W ,220,12.480545879496232,0.0763730867078976,0.3620427039391364,,way/52889943-220;merged_way/79174516-1-220+1,2-Segment Fair Match,True,1.649,7.817,6.54e-05,21.5913755889806,,23380800T,269480914,Amprion GmbH,Utfort,Y-Edelstahl,,,,,,,,841.0,1031.0,226.82,False,,3.0289871865958195e-06,False,
435,11T0-0000-0831-A,Rommerskirchen - Sechtem VILLE O ,400,24.12893379330476,0.0293183395513507,0.2516222328528015,,relation/3228400-380-c,Parallel Circuit - One-to-One,True,1.001,8.591,0.0001488,34.1424519709501,,24839976,22766160,Amprion GmbH,Rommerskirchen,Sechtem,,,,,,,,,3150.0,1260.0,False,,4.358210714526467e-06,True,435_436
436,11T0-0000-1011-F,Rommerskirchen - Sechtem VILLE W ,400,24.12893379330476,0.028952087725306,0.2515816399507379,,relation/3228400-380-b;relation/3228400-380-c,Parallel Circuit - Parallel Circuit - 2-Segment Fair Match,True,0.989,8.594,0.0001489,34.1598854418899,,24839976,22766160,Amprion GmbH,Rommerskirchen,Sechtem,,,,,,,,,3096.0,1238.4,False,,4.358913915367103e-06,True,435_436
437,11T0-0000-0883-L,Voehringen - Woringen VOEHRG O ,400,26.176089911508974,0.0260671123062881,0.2513990701810978,,merged_way/30970013-1-380+3,Poor Match,True,1.237,11.93,0.000207,47.4544316787095,,85523877,683227471,Amprion GmbH,Voehringen,Woringen,,,,,,,2760.0,,,1104.0,False,,4.362079423930197e-06,False,
438,11T0-0000-0663-2,Knapsack - Sechtem WABERG W ,400,10.288797824341625,0.0267551904251187,0.2646303604691338,,merged_way/201153707-1-380+2;way/34897791-1-380,2-Segment Fair Match,True,0.348,3.442,5.39e-05,13.0068220210941,,22765517,22766160,Amprion GmbH,Knapsack,Sechtem,,,,,,,,,3150.0,1260.0,False,,4.143979206649133e-06,False,
439,11T0-0000-1457-Z,Y-Walsum (-Hamborn - Schwelgern) WALSUM N ,220,1.1673547099119268,0.0490392684502432,0.2490971931506674,,relation/1578736-220-a,Parallel Circuit - Simplified Geometry Match (0.72),True,0.088,0.447,7.9e-06,1.79448027633788,German internal tie-line,24478889T,418971276,Amprion GmbH,Walsum,Y-Walsum,,,,,,,,,1360.0,299.2,False,,4.402388872237748e-06,True,439_440
440,11T0-0000-0529-5,Y-Walsum (-Hamborn - Schwelgern) WALSUM S ,220,1.1673547099119268,0.0545851996242157,0.3031780364670298,,merged_way/46967672-1-220+1,Parallel Circuit - Simplified Geometry Match (0.72),True,0.083,0.461,5.5e-06,1.52055869670537,German internal tie-line,24478889T,418971276,Amprion GmbH,Walsum,Y-Schwelgern,,,,,,,1360.0,,,299.2,False,,3.617091541363696e-06,True,439_440
441,11T0-0000-1455-4,Y-Hamborn (-Schwelgern - Walsum) WALSUM N ,220,4.05878890032793,0.0541098648307702,0.2914746234438757,,way/425103271-220,Parallel Circuit - One-to-One,True,0.256,1.379,1.78e-05,4.73111512661592,,37554416,418971276,Amprion GmbH,Hamborn,Y-Walsum,,,,,,,,,1360.0,299.2,False,,3.762326539014495e-06,True,441_443
442,11T0-0000-1456-1,Y-Schwelgern (-Hamborn - Walsum) WALSUM N ,220,1.7936208674787038,0.0542593462275089,0.2961921958772253,,way/425103271-220,Parallel Circuit - One-to-One,True,0.085,0.464,5.8e-06,1.56655039011336,,35833592,418971276,Amprion GmbH,Schwelgern,Y-Walsum,,,,,,,,,700.0,154.0,False,,3.702402448465316e-06,True,442_444
443,11T0-0000-0304-1,Y-Hamborn (-Schwelgern - Walsum) WALSUM S ,220,4.05878890032793,0.0541098648307702,0.2914746234438757,,way/425103271-220,Parallel Circuit - Poor Match,True,0.256,1.379,1.78e-05,4.73111512661592,,37554416,418971276,Amprion GmbH,Hamborn,Y-Schwelgern,,,,,,,1360.0,,,299.2,False,,3.762326539014495e-06,True,441_443
444,11T0-0000-0471-E,Y-Schwelgern (-Hamborn - Walsum) WALSUM S ,220,1.7936208674787038,0.054101894890246,0.2951012448558875,,way/425103271-220,Parallel Circuit - Poor Match,True,0.099,0.54,6.8e-06,1.8298804542953,,35833592,418971276,Amprion GmbH,Schwelgern,Y-Schwelgern,,,,,,,700.0,,,154.0,False,,3.716089750037102e-06,True,442_444
445,11T0-0000-0610-V,Gersteinwerk - Lippe WALTRO S ,400,21.182730524690964,0.0272016304744931,0.2522068730864077,,merged_way/42508055-1-380+1;way/42509126-1-380,2-Segment Fair Match,True,0.655,6.073,0.0001047,24.0794389370957,,42507488,121199242,Amprion GmbH,Gersteinwerk,Lippe,,,,,,,2720.0,,,1088.0,False,,4.34810795523578e-06,False,
446,11T0-0000-0287-2,Gersteinwerk - Wambel WAMBEL O ,220,16.283635852563528,0.0459514024436396,0.3093199264236815,,relation/1109600-220,Parallel Circuit - One-to-One,True,1.173,7.896,9.05e-05,25.5269684410331,,42507488T,24414688,Amprion GmbH,Gersteinwerk,Wambel,,,,,,,1290.0,,,283.8,False,,3.545270180008002e-06,True,446_447
447,11T0-0000-0289-X,Gersteinwerk - Wambel WAMBEL W ,220,16.283635852563528,0.04593761510025,0.3094909631668723,,relation/1685857-220,Parallel Circuit - One-to-One,True,1.172,7.896,9.04e-05,25.5128612454594,,42507488T,24414688,Amprion GmbH,Gersteinwerk,Wambel,,,,,,,1290.0,,,283.8,False,,3.5433109258213346e-06,True,446_447
448,11T0-0000-0359-3,BASF - Maximiliansau WEINGT,220,37.48714877793765,0.0290860354690794,0.2553374647239663,,relation/1636721-220,Simplified Geometry Match (0.82),True,2.178,19.12,0.0003216,74.8812949195284,,152924508,276249131,Amprion GmbH,BASF,Maximiliansau,,,,,,,,,1632.0,359.04,False,,4.294797523808973e-06,False,
449,11T0-0000-0700-U,Liessem - Weissenthurm WTHURM O ,400,27.858752796146582,0.029063472466373,0.2516812744078371,,way/39230385-380;way/36258837-380,2-Segment Poor Match,True,1.246,10.79,0.0001868,42.87168374122,,26777313,395847307,Amprion GmbH,Liessem,Weissenthurm,,,,,,,,,2580.0,1032.0,False,,4.357188328024464e-06,False,
450,11T0-0000-0647-Z,Eiberg - Hattingen WEITMR W ,400,5.069507797366062,0.0270633748531587,0.2633443573881031,,merged_way/68561219-1-380+2,Simplified Geometry Match (0.97),True,0.672,6.539,0.0001034,24.8306060735646,German internal tie-line,113546939,63114179,Amprion GmbH,Eiberg,Hattingen,,,,,,,,,2844.0,1137.6,False,,4.164215714012826e-06,False,
451,11T0-0000-0184-G,Y-Bochum (-Hattingen - Welper) WELPER O ,220,3.4882071523909017,0.0276279255029833,0.267889623201702,,merged_way/26043880-2-220+5,Fair Match,True,0.191,1.852,2.83e-05,6.91329502750308,,68549340,820464202,Amprion GmbH,Bochum,Y-Welper,,,,,,,1290.0,,,283.8,False,,4.093561736829463e-06,False,
452,11T0-0000-0321-2,Y-Hattingen (-Bochum - Welper) WELPER O ,220,2.38457172779368,0.0296503543162227,0.2692927749606308,,merged_way/216987765-2-220+1,Fair Match,True,0.158,1.435,2.17e-05,5.32877274635307,,63114179T,820464202,Amprion GmbH,Hattingen,Y-Welper,,,,,,,1290.0,,,283.8,False,,4.072232206721735e-06,False,
453,11T0-0000-0542-I,Y-Welper (-Bochum - Hattingen) WELPER O ,220,1.361613896898345,0.0542500568172283,0.3171541783161045,,way/68018969-1-220,Good Match,True,0.091,0.532,5.8e-06,1.67741759804205,,156973363,820464202,Amprion GmbH,Welper,Y-Welper,,,,,,,1290.0,,,283.8,False,,3.4576959290101617e-06,False,
454,11T0-0000-0394-2,Niederstedem - Wengerrohr WENGER ,220,32.00891966748004,0.0586309506955976,0.2931547534779882,,merged_relation/1735059-220-d+2,Fair Match,True,2.362,11.81,0.0001507,40.2858894828965,,151967290T,66764943,Amprion GmbH,Niederstedem,Wengerrohr,,,,,,,,,1846.0,406.12,False,,3.7407638737623046e-06,False,
455,11T0-0000-0281-K,Amelsbueren - Gersteinwerk WERSE W ,220,16.798144142241753,0.058699785836644,0.2950240595705166,,merged_way/249097291-1-220+5;way/123170766-2-220,2-Segment Fair Match,True,1.655,8.318,0.0001048,28.1943107016729,,42861703,42507488T,Amprion GmbH,Amelsbueren,Gersteinwerk,,,,,,,,,1539.0,338.58,False,,3.717061967178425e-06,False,
456,11T0-0000-0389-S,Y-Niederrhein (-Ossenberg - Utfort) WESEL O,220,6.7330709760655365,0.0587560678456051,0.3857621033746123,,merged_way/108188242-1-220+3,Fair Match,True,0.649,4.261,3.14e-05,11.0456676867042,,24462426T,265904339,Amprion GmbH,Niederrhein,Y-Ossenberg,,,,,,,,823.0,1046.0,230.12,False,,2.8427434982311256e-06,False,
457,11T0-0000-0423-S,Y-Ossenberg (-Niederrhein - Utfort) WESEL O,220,5.070708523560522,0.0539580344372358,0.2878369472175522,,merged_way/201775659-1-220+2,Good Match,True,0.296,1.579,2.09e-05,5.48574467337775,,24462228,265904339,Amprion GmbH,Ossenberg,Y-Ossenberg,,,,,,,700.0,,,154.0,False,,3.809874728845372e-06,False,
458,11T0-0000-0523-N,Y-Utfort (-Ossenberg - Niederrhein) WESEL O,220,5.8498058708042535,0.0626109387579056,0.3898904929881282,,merged_way/351661145-1-220+3,Fair Match,True,0.581,3.618,2.61e-05,9.27952864988212,,23380800T,265904339,Amprion GmbH,Utfort,Y-Ossenberg,,,,,,,,630.0,978.0,215.16,False,,2.812642859864607e-06,False,
459,11T0-0000-1497-J,Emscherbruch - Kusenhorst WEHOLT O ,400,12.437390751107039,0.0282447484230073,0.2575084894951291,,merged_way/25039686-1-380+2,Fair Match,True,0.581,5.297,8.76e-05,20.5701956094158,,1076001174,29077623,Amprion GmbH,Emscherbruch,Kusenhorst,,,,,,,,,2844.0,1137.6,False,,4.258588574622109e-06,False,
460,11T0-0000-0714-E,Luestringen - Westerkappeln WESTER N ,400,14.59340954188673,0.0261939869712278,0.2499805948526871,,way/114377991-220,Parallel Circuit - One-to-One,True,0.495,4.724,8.29e-05,18.8974668325109,German internal tie-line,37764852,114319248,Amprion GmbH,Luestringen,Westerkappeln,,,,,,,960.0,,,384.0,False,,4.386831353363201e-06,True,460_461
461,11T0-0000-0715-B,Luestringen - Westerkappeln WESTER S ,220,14.59340954188673,0.0272486840527875,0.2524685003623619,,merged_way/114377984-2-220+4;way/114377991-220,Parallel Circuit - 2-Segment Fair Match,True,0.505,4.679,8.05e-05,18.5330050809679,,37764852T,114319248T,Amprion GmbH,Luestringen,Westerkappeln,,,,,,,960.0,,,211.2,False,,4.343602111384941e-06,True,460_461
463,11T0-0000-0994-9,Y-Dauersberg (-Asslar - Limburg) WESTW W1 ,400,13.984169451606425,0.0272082661751042,0.2515964378074349,,merged_way/128714156-380+2,Poor Match,True,0.51,4.716,8.17e-05,18.7443035406149,,152403632,1138993277,Amprion GmbH,Dauersberg,Y-Dauersberg,,,,,,,2720.0,,,1088.0,False,,4.358657542168668e-06,False,
464,11T0-0000-0995-6,Y-Limburg (-Asslar - Dauersberg) WESTW W1 ,400,16.84397208948354,0.0272021781640022,0.2572857672438937,,merged_way/352376142-380+3,Simplified Geometry Match (0.69),True,0.755,7.141,0.0001183,27.7551303225829,,50898216,1138993277,Amprion GmbH,Limburg,Y-Dauersberg,,,,,,,2720.0,,,1088.0,False,,4.262275068611206e-06,False,
465,11T0-0000-1238-D,Y-Asslar (-Dauersberg - Limburg) WESTW W1    ,400,32.94878066948722,0.0288574102815166,0.2531808491301588,,merged_way/345899153-1-380+1,Simplified Geometry Match (0.71),True,0.521,4.571,7.82e-05,18.0542881331837,,1138993277,24536211,Amprion GmbH,Y-Dauersberg,Asslar,,,,,,,2612.0,,,1044.8,False,,4.331380967398474e-06,False,
466,11T0-0000-0960-X,Y-Huellen (-Kusenhorst - Mengede) WESTFL W ,400,2.6258153629050764,0.0290482034566741,0.2516788374119309,,merged_way/105572022-1-380+2,Fair Match,True,0.134,1.161,2.01e-05,4.61302194470866,,23067006,272324791,Amprion GmbH,Huellen,Y-Huellen,,,,,,,,,3096.0,1238.4,False,,4.35723051850113e-06,False,
467,11T0-0000-0959-A,Y-Kusenhorst (-Huellen - Mengede) WESTFL W ,400,10.797147838064575,0.0283015967621108,0.2570002690590145,,merged_way/25039686-1-380+2,Fair Match,True,0.52,4.722,7.84e-05,18.3735216203828,,29077623,272324791,Amprion GmbH,Kusenhorst,Y-Huellen,,,,,,,,,3096.0,1238.4,False,,4.267009973364408e-06,False,
468,11T0-0000-0958-D,Y-Mengede (-Huellen - Kusenhorst) WESTFL W ,400,14.881875334230076,0.0279774934668638,0.2536551017337796,,merged_way/284965427-380+5,Fair Match,True,0.497,4.506,7.68e-05,17.7642790119365,,32472806,272324791,Amprion GmbH,Mengede,Y-Huellen,,,,,,,,,3096.0,1238.4,False,,4.323282692666284e-06,False,
469,11T0-0000-0537-7,Wehrendorf - Westerkappeln WIEHEN O ,220,28.722219134645204,0.0540054188220893,0.2922816329585853,,merged_way/781370722-2-220+3;merged_way/37982818-220+2;way/114377991-220,Parallel Circuit - 3-Segment Poor Match,True,3.361,18.19,0.0002335,62.2344955988987,,33411203T,114319248T,Amprion GmbH,Wehrendorf,Westerkappeln,,,,,,,1360.0,,,299.2,False,,3.751938498946106e-06,True,326_469
470,11T0-0000-0734-6,Mengede - Witten WITTEN W ,400,9.348369912163527,0.0293076103684197,0.2513127589091993,,relation/1082817-380-b,Poor Match,True,0.72,6.174,0.0001072,24.5669978189635,German internal tie-line,32472806,35763480,Amprion GmbH,Mengede,Witten,,,,,,,,,2580.0,1032.0,False,,4.363577543742496e-06,False,
471,11T0-0000-0976-B,Y-Bacharach (-Buerstadt - Waldlaubersheim) WONNEG O ,400,11.539753154152775,0.0287994370168566,0.2513937312509813,,way/128461828-380-b,Fair Match,True,0.443,3.867,6.71e-05,15.3822451369694,,373967500,198448981,Amprion GmbH,Bacharach,Y-Waldlaubersheim,,,,,,,,,3078.0,1231.2,False,,4.362172062824114e-06,False,
472,11T0-0000-0977-8,Y-Buerstadt (-Bacharach - Waldlaubersheim) WONNEG O ,400,47.98345129278705,0.0294962595434337,0.2517601475102958,,merged_way/56234205-380+2,Parallel Circuit - One-to-One,True,1.741,14.86,0.0002571,59.0244331636813,,149987048,198448981,Amprion GmbH,Buerstadt,Y-Waldlaubersheim,,,,,,,,,3078.0,1231.2,False,,4.355823278929815e-06,True,472_474
474,11T0-0000-0885-F,Buerstadt - Waldlaubersheim WONNEG W,400,47.98345129278705,0.0294790655696361,0.2516133913640393,,merged_way/56234205-380+2,Parallel Circuit - Parallel Circuit - Fair Match,True,1.741,14.86,0.0002574,59.0588597826268,,149987048,198448981,Amprion GmbH,Buerstadt,Waldlaubersheim,,,,,,,,,3096.0,1238.4,False,,4.35836385848612e-06,True,472_474
475,11T0-0000-1534-A,Niederrhein - Utfort ZENSEN S ,400,12.569444450899223,0.0279325991317774,0.254222009819595,,merged_way/24462486-1-380+2;way/107175832-1-380;way/107271555-1-380;merged_way/107175372-1-380+1,4-Segment Fair Match,True,0.79,7.19,0.000122,28.2823662872553,German internal tie-line,24462426,23380800,Amprion GmbH,Niederrhein,Utfort,,,,,,,2580.0,,,1032.0,False,,4.313641891236521e-06,False,
476,11T0-0000-1462-9,Osterath - St. Peter ZONS O ,220,15.478490216375693,0.0273566735091849,0.2579395060292152,,merged_way/28203625-2-220+4,Poor Match,True,0.758,7.147,0.0001178,27.7080471697519,,24799890T,49577401T,Amprion GmbH,Osterath,St Peter,,,,,,,1360.0,,,299.2,False,,4.251472479395768e-06,False,
477,11T0-0000-0425-M,Norf - Osterath ZONS W ,220,12.912477885199618,0.0550479264345651,0.2955723633818936,,relation/17189379-220,Poor Match,True,1.73,9.289,0.0001166,31.4271601502816,German internal tie-line,31762305,24799890T,Amprion GmbH,Norf,Osterath,,,,,,,,,1548.0,340.56,False,,3.7101666024683815e-06,False,
528,14T-220-0-00235T,St. Peter - Schaerding 235,220,22.89265845332461,0.0852459016393442,0.3934426229508196,,merged_way/95863557-220-b+1,Parallel Circuit - Simplified Geometry Match (0.96),True,3.12,14.4,0.0001070654,36.6,,81540198T,210191809,APG,St. Peter,Schaerding,,,,,,,800.0,,,176.0,False,,2.9252841530054644e-06,True,528_529
529,14T-220-0-00236R,St. Peter - Schaerding 236,220,22.89265845332461,0.0852459016393442,0.3934426229508196,,,,False,3.12,14.4,0.0001070654,36.6,,81540198T,210191809,APG,St. Peter,Schaerding,,,,,,,800.0,,,176.0,False,,2.9252841530054644e-06,True,528_529
534,14T-220-0-0231AB,Salzburg Elixhausen - Tauern 231A,220,14.88985792978361,0.0849137055837563,0.4130964467005076,,,,False,8.364,40.69,0.0002756119,98.5,,105065132T,38868243T,APG,Salzburg Elixhausen,Tauern,,,,,,,800.0,,,176.0,False,,2.7980903553299496e-06,True,534_535
535,14T-220-0-0232A8,Salzburg Elixhausen - Tauern 232A,220,14.88985792978361,0.0849137055837563,0.4130964467005076,,,,False,8.364,40.69,0.0002756119,98.5,,105065132T,38868243T,APG,Salzburg Elixhausen,Tauern,,,,,,,800.0,,,176.0,False,,2.7980903553299496e-06,True,534_535
627,10T-LU-DE-00003C,Heisdorf Quint Nord,220,13.510097727811559,0.0385674091143283,0.1926589508143152,,merged_way/33813956-220+2,Poor Match,True,2.9235,14.604,0.0001265434,75.8023436662195,none,1042974725,151967291,Creos,HEISDORF ,QUINT,,,,,,,1290.0,,,283.8,False,,1.6693863788329372e-06,False,
628,10T-LU-DE-00002E,Blooren Trier Süd,220,8.088904601900788,0.0310482660982287,0.1604368386654179,,merged_way/33813956-220+2,Poor Match,True,2.737,14.143,0.0004021239,88.1530708137078,none,471787127,145680894,Creos,BLOOREN ,TRIER,,,,,,,1290.0,,,283.8,False,,4.561655042622403e-06,False,
1826,17T0000000278354,LIT 225kV N0 1 PETITE-ROSSELLE-ST-AVOLD,220,4.123842132049542,0.0899557801642451,0.3993682880606443,,,,False,1.424,6.322,6.2858e-05,15.83,,90854143,129378915T,RTE,PETITE-ROSSELLE,ST-AVOLD,715.0,715.0,840.0,840.0,,,,,,184.8,False,,3.9708149084017685e-06,False,
2260,11TD2L000000003L,Altheim - Sittling 219,220,36.45926378671154,0.0892223559217886,0.4002948941355921,,relation/3749845-220,Parallel Circuit - One-to-One,True,4.07,18.26,0.0001291195,45.61637,,77694901,24759324,TENNETGMBH,Altheim,Sittling,,,,,,,,834.0,1274.49,280.3878,False,,2.830551839175278e-06,True,2260_2262
2261,11T0-0000-0984-D,Y-Simbach (-Altheim - St. Peter) 233/230,220,61.16750937817481,0.0798953397920939,0.3956721589703698,,way/204814208-220,Parallel Circuit - One-to-One,True,5.649,27.976,0.000201577,70.705,,77694901,1057547856,TENNETGMBH,Altheim,Y-Simbach,,,,,,,,834.0,1200.0,264.0,False,,2.8509582066331945e-06,True,2261_2263
2262,11TD2L000000004J,Altheim - Sittling 220,220,36.45926378671154,0.0892935498025449,0.4006143045195262,,relation/3749845-220,Parallel Circuit - Parallel Circuit - Fair Match,True,4.07,18.26,0.00012912,45.58,,77694901,24759324,TENNETGMBH,Altheim,Sittling,,,,,,,,834.0,1274.0,280.28,False,,2.832821412900395e-06,True,2260_2262
2263,11T0-0000-0986-7,Y-Simbach (-Altheim - St. Peter) 234/230,220,61.16750937817481,0.0803577233135412,0.3980757278506627,,way/204814208-220;way/91084404-220,Parallel Circuit - Parallel Circuit - 2-Segment Fair Match,True,5.6488,27.983,0.0002015332,70.29567,,77694901,1057547856,TENNETGMBH,Altheim,Y-Simbach,,,,,,,,834.0,1200.0,264.0,False,,2.8669361854008934e-06,True,2261_2263
2266,11TD2L000000238V,Wahle - Algermissen 2,400,30.46710998882622,0.026927564850552,0.2443526912605092,,merged_way/29252732-380+2;relation/3533527-380-b,2-Segment Fair Match,True,0.9,8.167,0.000145896,33.423,,23899043,24262656,TENNETGMBH,Algermissen,Wahle,,,,,,,,2720.0,3150.0,1260.0,False,,4.365137779373485e-06,False,
2267,11T0-0000-0044-0,Aschaffenburg - Bergrheinfeld/W 418,400,75.83977256000118,0.0256060660423618,0.2684271584562209,,relation/3866873-380;relation/3866875-380-b,2-Segment Fair Match,True,2.141,22.444,0.000352019,83.613,,55069713,499165542,TENNETGMBH,Aschaffenburg,Bergrheinfeld/W,,,,,,,2616.0,,,1046.4,False,,4.210098908064536e-06,False,
2268,11TD2L0000000099,Audorf - Audorf/S 421,220,0.2127856219072164,0.0,0.2857142857142857,,,,False,0.0,0.1,3.1e-08,0.35,,1119527154,35176751T,TENNETGMBH,Audorf,Audorf/S,,,,,,,1441.0,,,317.02,False,,8.857142857142859e-08,False,
2269,11T0-0000-0039-Q,Audorf/S - Kummerfeld schwarz,400,39.145657192684446,0.0132392189914313,0.2390316992086903,,merged_way/449010724-380+2;merged_way/338361032-380+2,2-Segment Poor Match,True,1.131,20.42,0.000404637,85.428,,35176751,25306938,TENNETGMBH,Audorf/S,Kummerfeld,,,,,,,3600.0,,,1440.0,False,,4.736585194549796e-06,False,
2270,11TD2L000000249Q,Wilster/W - Audorf/S blau,400,34.330717325699645,0.0259071431379486,0.3029052168101584,,relation/3885012-380-a,Parallel Circuit - One-to-One,True,1.318,15.41,0.000194779,50.874,,35176751,525964629,TENNETGMBH,Audorf/S,Wilster/W,,,,,,,2216.0,,,886.4,False,,3.828655108699925e-06,True,2270_2271
2271,11TD2L0000002504,Wilster/W - Audorf/S rot,400,34.330717325699645,0.025918351293951,0.3030362620939196,,relation/3885012-380-a,Parallel Circuit - Parallel Circuit - Fair Match,True,1.318,15.41,0.000194779,50.852,,35176751,525964629,TENNETGMBH,Audorf/S,Wilster/W,,,,,,,2216.0,,,886.4,False,,3.830311492173367e-06,True,2270_2271
2272,11T0-0000-1516-C,Audorf/S - Handewitt gruen,400,38.838323530942475,0.0259027988116537,0.2962066843209548,,merged_way/177838535-380+1,Poor Match,True,1.7369,19.862,0.0002562346,67.05453,,35176751,449010725,TENNETGMBH,Audorf/S,Handewitt,,,,,,,2216.0,,,886.4,False,,3.821286943626329e-06,False,
2273,11TD2L0000000625,Bechterdissen - Eickum 1,400,9.362341720768168,0.0275788205368498,0.2509538791083741,,relation/1636864-380,Parallel Circuit - One-to-One,True,0.412,3.749,6.6564e-05,14.939,,24264701,24230738,TENNETGMBH,Bechterdissen,Eickum,,,,,,,3150.0,,,1260.0,False,,4.455719927706004e-06,True,2273_2274
2274,11T0-0000-1548-V,Bechterdissen - Eickum 3,400,9.362341720768168,0.027275736511089,0.2481959616021185,,relation/1636865-380,Parallel Circuit - One-to-One,True,0.412,3.749,6.6564e-05,15.105,,24264701,24230738,TENNETGMBH,Bechterdissen,Eickum,,,,,,,3126.0,,,1250.4,False,,4.406752730883813e-06,True,2273_2274
2275,11TD2L000000356P,Bechterdissen - Veltheim A01,220,22.840018189106907,0.0574192040208053,0.290485652504237,,relation/14514411-220,Parallel Circuit - One-to-One,True,1.965,9.941,0.0001338,34.222,,24264701T,28397771,TENNETGMBH,Bechterdissen,Veltheim,,,,,,,,918.0,1310.0,288.2,False,,3.909765647828882e-06,True,2275_2277
