matched,jao_id,pypsa_ids,path_length,length_ratio,match_quality,is_geometric_match,is_parallel_circuit,is_duplicate,locked_by_corridor,jao_r,jao_x,jao_b,jao_length_km,matched_lines_data,allocated_r_sum,allocated_x_sum,allocated_b_sum,forced_unmatched,jao_name,jao_voltage,jao_length,match_score,electrical_score,geometric_score,direction_score,parallel_group,segments,match_details,manual_match
True,2365,relation/14510648-380,14.534681005641978,1.121264109173496,Parallel Circuit - Comprehensive 1:1 (was: relation/14510648-380),,,,,0.303,5.469,0.000105086,22.619,"[{'network_id': 'relation/14510648-380', 'length_km': 22.670990000000003, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.68013, 'original_x': 5.577064, 'original_b': 9.829e-05, 'allocated_r': 0.303, 'allocated_x': 5.469, 'allocated_b': 0.000105086, 'allocated_r_per_km': 0.013395817675405632, 'allocated_x_per_km': 0.24178787744816307, 'allocated_b_per_km': 4.645917149299262e-06}]",0.303,5.469,0.000105086,,Suederdonn - Heide/W gruen,400.0,,,,,,,,,
True,2366,relation/14510907-380,2.811555127163163,0.9924469314393903,Good Match,,False,,,0.074,0.93,1.2566e-05,3.479,"[{'network_id': 'relation/14510907-380', 'length_km': 3.0796900000000003, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.092391, 'original_x': 0.757604, 'original_b': 1.335e-05, 'allocated_r': 0.074, 'allocated_x': 0.93, 'allocated_b': 1.2566e-05, 'allocated_r_per_km': 0.02127048002299511, 'allocated_x_per_km': 0.26731819488358727, 'allocated_b_per_km': 3.611957459039954e-06}]",0.074,0.93,1.2566e-05,,Siems - Herrenwyk/Baltic Cable gelb,400.0,2.832952612474138,0.6330751604515388,0.0011769337183702433,0.9369566460455694,0.9996734292541933,,1.0,,
True,2367,merged_way/907820346-1-380+8,31.39873630033047,1.3883189651075396,Parallel Circuit - One-to-One,,True,,,0.611,11.021,0.0002141,45.842,"[{'network_id': 'merged_way/907820346-1-380+8', 'length_km': 45.728089999999995, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.685921, 'original_x': 5.624555, 'original_b': 0.0003965, 'allocated_r': 0.3055, 'allocated_x': 5.5105, 'allocated_b': 0.0004282, 'allocated_r_per_km': 0.006664194406875791, 'allocated_x_per_km': 0.1202063609790149, 'allocated_b_per_km': 9.340779198115266e-06}]",0.3055,5.5105,0.0004282,,Heide/W - Husum/N weiss,400.0,22.61637065362592,0.3883833536056466,0.001164529508801082,0.2625582451962968,0.9999999999999993,2367_2368,1.0,,
True,2368,merged_way/907820346-1-380+8,31.39873630033047,1.3883189651075396,Parallel Circuit - Parallel Circuit - Poor Match,,,,,0.611,11.021,0.0002141,45.843,"[{'network_id': 'merged_way/907820346-1-380+8', 'length_km': 45.728089999999995, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.685921, 'original_x': 5.624555, 'original_b': 0.0003965, 'allocated_r': 0.3055, 'allocated_x': 5.5105, 'allocated_b': 0.0004282, 'allocated_r_per_km': 0.006664049036930392, 'allocated_x_per_km': 0.12020373884780665, 'allocated_b_per_km': 9.340575442270357e-06}]",0.3055,5.5105,0.0004282,,Heide/W - Husum/N schwarz,400.0,,,,,,,,,
True,2369,relation/7054743-220-b,74.01255678806109,1.120642609726579,Parallel Circuit - One-to-One,,True,,,4.557,34.542,0.0002561,92.944,"[{'network_id': 'relation/7054743-220-b', 'length_km': 93.1598, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 2.794794, 'original_x': 14.02055, 'original_b': 0.00073168, 'allocated_r': 2.2785, 'allocated_x': 17.271, 'allocated_b': 0.0005122, 'allocated_r_per_km': 0.02451476157686349, 'allocated_x_per_km': 0.18582156997762095, 'allocated_b_per_km': 5.5108452401446025e-06}]",2.2785,17.271,0.0005122,,Ingolstadt - Raitersaich 266,220.0,66.04474624262156,0.4081646229624852,0.0012890751565870495,0.1273689344373308,0.9999986749683138,2369_2370,1.0,,
True,237,merged_way/31911224-220+5,9.343164698547904,1.441915914726934,Fair Match,,False,,,0.714,3.762,4.37e-05,12.243948553584,"[{'network_id': 'merged_way/31911224-220+5', 'length_km': 12.21451, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.366435, 'original_x': 1.838284, 'original_b': 9.593e-05, 'allocated_r': 0.357, 'allocated_x': 1.881, 'allocated_b': 8.74e-05, 'allocated_r_per_km': 0.029157260702104174, 'allocated_x_per_km': 0.15362691143041443, 'allocated_b_per_km': 7.138220127069761e-06}]",0.357,1.881,8.74e-05,,Y-Gremberghoven (-Siegburg - Stockem) GREMBG O ,220.0,6.47968761778823,0.435600882133621,0.0010682531701474707,0.49444070587784006,0.9999999999999807,,1.0,,
True,2370,relation/7054743-220-b,74.01255678806109,1.120642609726579,Parallel Circuit - Parallel Circuit - Fair Match,,,,,4.835,36.648,0.000271688,92.946,"[{'network_id': 'relation/7054743-220-b', 'length_km': 93.1598, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 2.794794, 'original_x': 14.02055, 'original_b': 0.00073168, 'allocated_r': 2.4175, 'allocated_x': 18.324, 'allocated_b': 0.000543376, 'allocated_r_per_km': 0.02600972607750737, 'allocated_x_per_km': 0.19714673035956365, 'allocated_b_per_km': 5.8461472252705876e-06}]",2.4175,18.324,0.000543376,,Ingolstadt - Raitersaich 265,220.0,,,,,,,,,
True,2371,merged_way/27335805-1-220+1;way/26436072-1-220,6.105803329541866,1.0705417818899918,2-Segment Good Match,,False,,,0.215,2.509,3.163e-05,8.361,"[{'network_id': 'merged_way/27335805-1-220+1', 'length_km': 2.47966, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.07439, 'original_x': 0.373189, 'original_b': 1.948e-05, 'allocated_r': 0.03218929927352822, 'allocated_x': 0.3756416366385223, 'allocated_b': 1.894227973993856e-05, 'allocated_r_per_km': 0.012857313718454728, 'allocated_x_per_km': 0.1500418610214089, 'allocated_b_per_km': 7.566080612366941e-06}, {'network_id': 'way/26436072-1-220', 'length_km': 5.80146, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.174044, 'original_x': 0.87312, 'original_b': 4.556e-05, 'allocated_r': 0.07531070072647178, 'allocated_x': 0.8788583633614776, 'allocated_b': 4.431772026006144e-05, 'allocated_r_per_km': 0.012857313718454728, 'allocated_x_per_km': 0.1500418610214089, 'allocated_b_per_km': 7.566080612366941e-06}]",0.1075,1.2545,6.326e-05,,Maade - Inhausen schwarz,220.0,5.703470366903712,0.649707060843026,0.0008340899936524204,0.7632400194061301,0.9999998468331027,,2.0,,
True,2372,relation/3732172-380-b,80.39482419311804,1.1503637173754118,Parallel Circuit - One-to-One,,True,,,2.435,26.763,0.000494729,100.789,"[{'network_id': 'relation/3732172-380-b', 'length_km': 100.36639, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 1.505496, 'original_x': 12.345066, 'original_b': 0.00087026, 'allocated_r': 1.2175, 'allocated_x': 13.3815, 'allocated_b': 0.000989458, 'allocated_r_per_km': 0.012079691236146802, 'allocated_x_per_km': 0.13276746470348946, 'allocated_b_per_km': 9.817122900316502e-06}]",1.2175,13.3815,0.000989458,,Irsching - Raitersaich 425,400.0,69.88643937461899,0.38588332225948463,0.0009501878835647126,0.06249499274028182,0.9999987589512445,2372_2374,1.0,,
True,2373,relation/3749852-380,58.46715387161943,1.2652620204197749,Poor Match,,False,,,2.09,22.738,0.000291226,76.162,"[{'network_id': 'relation/3749852-380', 'length_km': 76.14521, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 2.284356, 'original_x': 18.731722, 'original_b': 0.00033012, 'allocated_r': 2.09, 'allocated_x': 22.738, 'allocated_b': 0.000291226, 'allocated_r_per_km': 0.02744150626296578, 'allocated_x_per_km': 0.29854783225230425, 'allocated_b_per_km': 3.823770384181088e-06}]",2.09,22.738,0.000291226,,Irsching - Ottenhofen 421,400.0,46.209522555827476,0.3876993317965357,0.0010170084902383358,0.1615835915999673,0.9999994250445772,,1.0,,
True,2374,relation/3732172-380-b,80.39482419311804,1.1503637173754118,Parallel Circuit - Parallel Circuit - Poor Match,,,,,2.435,26.763,0.000494729,100.732,"[{'network_id': 'relation/3732172-380-b', 'length_km': 100.36639, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 1.505496, 'original_x': 12.345066, 'original_b': 0.00087026, 'allocated_r': 1.2175, 'allocated_x': 13.3815, 'allocated_b': 0.000989458, 'allocated_r_per_km': 0.012086526625104238, 'allocated_x_per_km': 0.13284259222491365, 'allocated_b_per_km': 9.822677997061509e-06}]",1.2175,13.3815,0.000989458,,Irsching - Raitersaich 424,400.0,,,,,,,,,
True,2375,relation/3749855-380,49.62812158072013,1.1473553252568072,Parallel Circuit - One-to-One,,True,,,1.41,17.291,0.000256668,61.314,"[{'network_id': 'relation/3749855-380', 'length_km': 61.33605, 'num_parallel': 3, 'allocation_status': 'Applied', 'original_r': 0.61336, 'original_x': 5.029556, 'original_b': 0.00079775, 'allocated_r': 0.47, 'allocated_x': 5.7636666666666665, 'allocated_b': 0.0007700039999999999, 'allocated_r_per_km': 0.00766545976449098, 'allocated_x_per_km': 0.09400245729632167, 'allocated_b_per_km': 1.2558371660632155e-05}]",0.47,5.7636666666666665,0.0007700039999999999,,Isar - Ottenhofen 444,400.0,43.25436112793751,0.3876124927507843,0.0012775355449418102,0.06654593919635632,0.999999677811635,2375_2376_2378,1.0,,
True,2376,relation/3749855-380,49.62812158072013,1.1473553252568072,Parallel Circuit - Parallel Circuit - Poor Match,,,,,1.41,17.295,0.000250071,61.314,"[{'network_id': 'relation/3749855-380', 'length_km': 61.33605, 'num_parallel': 3, 'allocation_status': 'Applied', 'original_r': 0.61336, 'original_x': 5.029556, 'original_b': 0.00079775, 'allocated_r': 0.47, 'allocated_x': 5.765000000000001, 'allocated_b': 0.000750213, 'allocated_r_per_km': 0.00766545976449098, 'allocated_x_per_km': 0.09402420328146917, 'allocated_b_per_km': 1.2235590566591642e-05}]",0.47,5.765000000000001,0.000750213,,Isar - Ottenhofen 443,400.0,,,,,,,,,
True,2377,relation/3732390-380-b,60.95911058878357,1.026853332421591,Parallel Circuit - One-to-One,,True,,,1.43,15.587,0.000287142,63.465,"[{'network_id': 'relation/3732390-380-b', 'length_km': 63.152699999999996, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.94729, 'original_x': 7.767782, 'original_b': 0.00054758, 'allocated_r': 0.715, 'allocated_x': 7.7935, 'allocated_b': 0.000574284, 'allocated_r_per_km': 0.011266052154730952, 'allocated_x_per_km': 0.12279996848656739, 'allocated_b_per_km': 9.0488300638147e-06}]",0.715,7.7935,0.000574284,,Isar - Pleinting 451,400.0,59.36496348999122,0.5591240050740369,0.0010276540070076612,0.656539974572052,0.9999999950644475,2377_2379,1.0,,
True,2378,relation/3749855-380,49.62812158072013,1.1473553252568072,Parallel Circuit - Parallel Circuit - Poor Match,,,,,1.35,16.677,0.000266093,61.32,"[{'network_id': 'relation/3749855-380', 'length_km': 61.33605, 'num_parallel': 3, 'allocation_status': 'Applied', 'original_r': 0.61336, 'original_x': 5.029556, 'original_b': 0.00079775, 'allocated_r': 0.45, 'allocated_x': 5.559, 'allocated_b': 0.000798279, 'allocated_r_per_km': 0.007338551859099805, 'allocated_x_per_km': 0.09065557729941291, 'allocated_b_per_km': 1.3018248532289627e-05}]",0.45,5.559,0.000798279,,Isar - Ottenhofen 446,400.0,,,,,,,,,
True,2379,relation/3732390-380-b,60.95911058878357,1.026853332421591,Parallel Circuit - Parallel Circuit - Fair Match,,,,,1.43,15.587,0.000287142,63.465,"[{'network_id': 'relation/3732390-380-b', 'length_km': 63.152699999999996, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.94729, 'original_x': 7.767782, 'original_b': 0.00054758, 'allocated_r': 0.715, 'allocated_x': 7.7935, 'allocated_b': 0.000574284, 'allocated_r_per_km': 0.011266052154730952, 'allocated_x_per_km': 0.12279996848656739, 'allocated_b_per_km': 9.0488300638147e-06}]",0.715,7.7935,0.000574284,,Isar - Pleinting 452,400.0,,,,,,,,,
True,238,merged_way/31311091-2-220+8,7.3413947433181335,1.0398598843142655,Fair Match,,False,,,0.469,2.523,3.13e-05,8.4859833644106,"[{'network_id': 'merged_way/31311091-2-220+8', 'length_km': 8.164060000000001, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.244922, 'original_x': 1.228691, 'original_b': 6.412e-05, 'allocated_r': 0.2345, 'allocated_x': 1.2615, 'allocated_b': 6.26e-05, 'allocated_r_per_km': 0.027633803877517658, 'allocated_x_per_km': 0.14865690230911952, 'allocated_b_per_km': 7.376870459414096e-06}]",0.2345,1.2615,6.26e-05,,Y-Siegburg (-Gremberghoven - Stockem) GREMBG O ,220.0,7.05998457490204,0.5698544979928983,0.0010594512589285898,0.7098230545444433,0.9999995163950781,,1.0,,
True,2382,merged_way/47297508-220+2;merged_way/46107365-2-220+4,16.389472212631667,1.6259746941954616,2-Segment Poor Match,,False,,,1.508,8.448,6.4842e-05,21.873,"[{'network_id': 'merged_way/47297508-220+2', 'length_km': 12.332040000000001, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.369961, 'original_x': 1.855972, 'original_b': 9.686e-05, 'allocated_r': 0.42299738650636637, 'allocated_x': 2.369682971621872, 'allocated_b': 7.275330646112946e-05, 'allocated_r_per_km': 0.03447172312897179, 'allocated_x_per_km': 0.1931147990673433, 'allocated_b_per_km': 5.928953504320395e-06}, {'network_id': 'merged_way/46107365-2-220+4', 'length_km': 9.650030000000001, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.289501, 'original_x': 1.45233, 'original_b': 7.579e-05, 'allocated_r': 0.3310026134936337, 'allocated_x': 1.8543170283781285, 'allocated_b': 5.693069353887055e-05, 'allocated_r_per_km': 0.03447172312897179, 'allocated_x_per_km': 0.1931147990673433, 'allocated_b_per_km': 5.928953504320395e-06}]",0.754,4.224,0.00012968400000000003,,Brokdorf - Itzehoe/W gruen,220.0,10.079783080966854,0.3966675273077942,0.0004124019400022494,0.4373185263847005,0.9999774409134261,,2.0,,
True,2383,relation/3889745-220,16.990515185480795,1.0086981056615334,Fair Match,,False,,,0.475,5.551,6.9985e-05,18.254,"[{'network_id': 'relation/3889745-220', 'length_km': 18.4346, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.106076, 'original_x': 5.548815, 'original_b': 7.239e-05, 'allocated_r': 0.475, 'allocated_x': 5.551, 'allocated_b': 6.9985e-05, 'allocated_r_per_km': 0.026021693875314996, 'allocated_x_per_km': 0.30409773200394435, 'allocated_b_per_km': 3.8339542018187796e-06}]",0.475,5.551,6.9985e-05,,Brunsbuettel - Itzehoe/W rot,220.0,16.844004256692763,0.5771121200058342,0.001439937636285582,0.713391065681122,0.999999982725802,,1.0,,
True,2384,relation/12842816-380,11.27546547699336,1.0324674642962628,Parallel Circuit - Comprehensive 1:1 (was: relation/12842816-380),,True,,,0.422,4.724,6.1164e-05,15.958,"[{'network_id': 'relation/12842816-380', 'length_km': 16.04025, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.481208, 'original_x': 3.945902, 'original_b': 6.954e-05, 'allocated_r': 0.422, 'allocated_x': 4.724, 'allocated_b': 6.1164e-05, 'allocated_r_per_km': 0.02644441659355809, 'allocated_x_per_km': 0.29602707106153653, 'allocated_b_per_km': 3.8328111292141875e-06}]",0.422,4.724,6.1164e-05,,Handewitt - Jardelund gruen,400.0,10.920891812003779,0.5777992515104895,0.0010321915691854366,0.7357533966807942,0.9999656407516427,2384_2385,1.0,,
True,2385,relation/12842817-380,11.27546547699336,1.0324674642962628,Parallel Circuit - Comprehensive 1:1 (was: relation/12842817-380),,,,,0.422,4.724,6.1164e-05,15.972,"[{'network_id': 'relation/12842817-380', 'length_km': 16.04025, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.481208, 'original_x': 3.945902, 'original_b': 6.954e-05, 'allocated_r': 0.422, 'allocated_x': 4.724, 'allocated_b': 6.1164e-05, 'allocated_r_per_km': 0.026421237165038816, 'allocated_x_per_km': 0.29576759328825447, 'allocated_b_per_km': 3.829451540195342e-06}]",0.422,4.724,6.1164e-05,,Handewitt - Jardelund blau,400.0,,,,,,,,,
True,2386,merged_way/109330042-1-380+8;merged_way/104448814-1-380+2,22.59654895287822,1.4332404753891728,2-Segment Poor Match,,False,,,0.774,6.851,0.000120323,26.855,"[{'network_id': 'merged_way/109330042-1-380+8', 'length_km': 21.574360000000002, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.323615, 'original_x': 2.653646, 'original_b': 0.00018707, 'allocated_r': 0.30987795764214054, 'allocated_x': 2.7428603201631847, 'allocated_b': 0.00019268964081330892, 'allocated_r_per_km': 0.014410724259914355, 'allocated_x_per_km': 0.12755539005771738, 'allocated_b_per_km': 8.960938372742506e-06}, {'network_id': 'merged_way/104448814-1-380+2', 'length_km': 5.3694, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.080541, 'original_x': 0.660436, 'original_b': 4.656e-05, 'allocated_r': 0.07712204235785948, 'allocated_x': 0.6826396798368156, 'allocated_b': 4.795635918669109e-05, 'allocated_r_per_km': 0.014410724259914355, 'allocated_x_per_km': 0.12755539005771738, 'allocated_b_per_km': 8.960938372742506e-06}]",0.387,3.4255000000000004,0.000240646,,Frankfurt/SW - Karben 3,400.0,15.766055550965724,0.3527630716640915,0.0005012943097780775,0.1741367627330163,0.9999999998492299,,2.0,,
True,2387,relation/14650713-380-a,15.995917949356631,1.1716281845952403,Parallel Circuit - Comprehensive 1:1 (was: relation/14650713-380-a),,True,,,0.587,4.94,8.8291e-05,19.602,"[{'network_id': 'relation/14650713-380-a', 'length_km': 19.720779999999998, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.591623, 'original_x': 4.851312, 'original_b': 8.55e-05, 'allocated_r': 0.587, 'allocated_x': 4.94, 'allocated_b': 8.8291e-05, 'allocated_r_per_km': 0.029945923885317822, 'allocated_x_per_km': 0.252015100499949, 'allocated_b_per_km': 4.504183246607489e-06}]",0.587,4.94,8.8291e-05,,Grosskrotzenburg - Karben 3,400.0,13.6527254633113,0.48352777320267165,0.0009801643521810677,0.47004172589934323,0.9999996056181026,2387_2388,1.0,,
True,2388,relation/3885011-380-a,15.995917949356631,1.1716281845952403,Parallel Circuit - Comprehensive 1:1 (was: relation/3885011-380-a),,,,,0.587,4.94,8.8291e-05,19.663,"[{'network_id': 'relation/3885011-380-a', 'length_km': 19.720779999999998, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.591623, 'original_x': 4.851312, 'original_b': 8.55e-05, 'allocated_r': 0.587, 'allocated_x': 4.94, 'allocated_b': 8.8291e-05, 'allocated_r_per_km': 0.029853023445049073, 'allocated_x_per_km': 0.2512332807811626, 'allocated_b_per_km': 4.490210039159843e-06}]",0.587,4.94,8.8291e-05,,Grosskrotzenburg - Karben 1,400.0,,,,,,,,,
True,2391,relation/945143-220-b,29.476035621734457,1.0556298330722633,Fair Match,,False,,,2.1177,12.232,9.38865e-05,31.98826,"[{'network_id': 'relation/945143-220-b', 'length_km': 31.837259999999997, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.910236, 'original_x': 9.583015, 'original_b': 0.00012502, 'allocated_r': 2.1177, 'allocated_x': 12.232, 'allocated_b': 9.38865e-05, 'allocated_r_per_km': 0.06620241301027315, 'allocated_x_per_km': 0.38239028943743736, 'allocated_b_per_km': 2.9350299140997353e-06}]",2.1177,12.232,9.38865e-05,,Audorf/S - Kiel/S gelb/421,220.0,27.92270045641716,0.4782262947563971,0.0010104629710395718,0.35599444072404823,0.9999999457498693,,1.0,,
True,2392,relation/3889744-220-b,16.610310345080386,2.1242112250906238,Poor Match,,False,,,1.297,7.492,5.7491e-05,19.34,"[{'network_id': 'relation/3889744-220-b', 'length_km': 19.38624, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.163174, 'original_x': 5.835258, 'original_b': 7.613e-05, 'allocated_r': 1.297, 'allocated_x': 7.492, 'allocated_b': 5.7491e-05, 'allocated_r_per_km': 0.0670630816959669, 'allocated_x_per_km': 0.3873836608066184, 'allocated_b_per_km': 2.9726473629782834e-06}]",1.297,7.492,5.7491e-05,,Kiel/W - Kiel/S blau,220.0,7.819519146158242,0.26121496989957105,0.0009975786459929248,0.2434632779057094,0.999999989485231,,1.0,,
True,2393,relation/3889743-220-b,22.99802762021343,1.0439386035230802,Good Match,,False,,,1.6498,9.531,7.315199e-05,25.07566,"[{'network_id': 'relation/3889743-220-b', 'length_km': 24.820240000000002, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.489214, 'original_x': 7.470892, 'original_b': 9.747e-05, 'allocated_r': 1.6498, 'allocated_x': 9.531, 'allocated_b': 7.315199e-05, 'allocated_r_per_km': 0.06579288441460764, 'allocated_x_per_km': 0.38008969654238417, 'allocated_b_per_km': 2.917250832081788e-06}]",1.6498,9.531,7.315199e-05,,Audorf/S - Kiel/W rot/422,220.0,22.030057651474685,0.6015383907261126,0.001016671282908832,0.8398811307035172,0.9999999690291561,,1.0,,
True,2397,relation/3874452-380,21.075031826596998,1.316181177888168,Poor Match,,False,,,0.756,6.898,0.000123169,27.381,"[{'network_id': 'relation/3874452-380', 'length_km': 27.04163, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.811249, 'original_x': 6.652241, 'original_b': 0.00011724, 'allocated_r': 0.756, 'allocated_x': 6.898, 'allocated_b': 0.000123169, 'allocated_r_per_km': 0.027610386764544758, 'allocated_x_per_km': 0.25192651838866364, 'allocated_b_per_km': 4.498338263759541e-06}]",0.756,6.898,0.000123169,,Kriegenbrunn - Raitersaich 438,400.0,16.012257416119713,0.37559207391643723,0.0010089438821573316,0.15390662293293847,0.9999926170104054,,1.0,,
True,2398,relation/67585-380;relation/3534542-380,36.94535834834121,1.322459883995314,2-Segment Fair Match,,False,,,1.452,13.58,0.000238478,53.466,"[{'network_id': 'relation/67585-380', 'length_km': 28.112849999999998, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.843385, 'original_x': 6.915761, 'original_b': 0.00012188, 'allocated_r': 0.7615612507632896, 'allocated_x': 7.122590761270987, 'allocated_b': 0.0001250796170520164, 'allocated_r_per_km': 0.027157445853439568, 'allocated_x_per_km': 0.25399319193506154, 'allocated_b_per_km': 4.460367336251076e-06}, {'network_id': 'relation/3534542-380', 'length_km': 25.48738, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.764621, 'original_x': 6.269895, 'original_b': 0.0001105, 'allocated_r': 0.6904387492367104, 'allocated_x': 6.457409238729014, 'allocated_b': 0.00011339838294798364, 'allocated_r_per_km': 0.027157445853439568, 'allocated_x_per_km': 0.25399319193506154, 'allocated_b_per_km': 4.460367336251076e-06}]",1.452,13.580000000000002,0.00023847800000000003,,Stadorf - Kruemmel blau/2,400.0,27.936846172395597,0.4674771443995156,0.0010365993283097397,0.42239193226309785,0.9999719284945495,,2.0,,
True,2399,merged_way/338361038-380+2;merged_way/34174571-380+5;way/34174518-380,18.324409836404786,1.0101198967923866,3-Segment Good Match,,False,,,0.415,7.13,0.000120131,27.469,"[{'network_id': 'merged_way/338361038-380+2', 'length_km': 12.25935, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.18389, 'original_x': 1.5079, 'original_b': 0.0001063, 'allocated_r': 0.09905694845042878, 'allocated_x': 1.7018699818109813, 'allocated_b': 0.00011469696649926227, 'allocated_r_per_km': 0.0075539699297389774, 'allocated_x_per_km': 0.12978266409406966, 'allocated_b_per_km': 8.746659871127453e-06}, {'network_id': 'merged_way/34174571-380+5', 'length_km': 10.730889999999999, 'num_parallel': 4, 'allocation_status': 'Applied', 'original_r': 0.080482, 'original_x': 0.65995, 'original_b': 0.00018609, 'allocated_r': 0.04335340852317707, 'allocated_x': 0.7448428982415723, 'allocated_b': 0.00020079376652714352, 'allocated_r_per_km': 0.0037769849648694887, 'allocated_x_per_km': 0.06489133204703483, 'allocated_b_per_km': 1.7493319742254907e-05}, {'network_id': 'way/34174518-380', 'length_km': 2.69009, 'num_parallel': 4, 'allocation_status': 'Applied', 'original_r': 0.020176, 'original_x': 0.165441, 'original_b': 4.665e-05, 'allocated_r': 0.010868117251608526, 'allocated_x': 0.18672211085293686, 'allocated_b': 5.033630047433191e-05, 'allocated_r_per_km': 0.0037769849648694887, 'allocated_x_per_km': 0.06489133204703483, 'allocated_b_per_km': 1.7493319742254907e-05}]",0.15327847422521437,2.6334349909054904,0.00036582703350073766,,Kummerfeld - Dollern gruen,400.0,18.14082654405041,0.6225642758502697,0.0005756746970166371,0.5,0.9996688758274146,,3.0,,
True,24,relation/3742240-220,49.77682153129684,1.215632117403143,Parallel Circuit - One-to-One,,,,,2.5437,19.586,0.0002456725455107,65.756,"[{'network_id': 'relation/3742240-220', 'length_km': 66.14739999999999, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 3.968844, 'original_x': 19.910367, 'original_b': 0.00025976, 'allocated_r': 2.5437, 'allocated_x': 19.586, 'allocated_b': 0.0002456725455107, 'allocated_r_per_km': 0.03868392237970679, 'allocated_x_per_km': 0.2978587505322708, 'allocated_b_per_km': 3.7361236314663297e-06}]",2.5437,19.586,0.0002456725455107,,Vieselbach - Wolkramshausen 368,220.0,,,,,,,,,
True,240,merged_way/31911224-220+5;merged_way/31311091-2-220+8,16.684559441866035,1.3210634495876168,2-Segment Fair Match,,False,,,1.19,6.288,7.42e-05,20.6266928302088,"[{'network_id': 'merged_way/31911224-220+5', 'length_km': 12.21451, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.366435, 'original_x': 1.838284, 'original_b': 9.593e-05, 'allocated_r': 0.3566311792240574, 'allocated_x': 1.8844511386225824, 'allocated_b': 8.894801175941197e-05, 'allocated_r_per_km': 0.028846117256790357, 'allocated_x_per_km': 0.15242385320226703, 'allocated_b_per_km': 7.194561009928889e-06}, {'network_id': 'merged_way/31311091-2-220+8', 'length_km': 8.164060000000001, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.244922, 'original_x': 1.228691, 'original_b': 6.412e-05, 'allocated_r': 0.23836882077594254, 'allocated_x': 1.2595488613774175, 'allocated_b': 5.9451988240588026e-05, 'allocated_r_per_km': 0.028846117256790357, 'allocated_x_per_km': 0.15242385320226703, 'allocated_b_per_km': 7.194561009928889e-06}]",0.595,3.144,0.0001484,,Gremberghoven - Siegburg GREMBG W ,220.0,12.629642767782492,0.4574483014709277,0.000506844886493385,0.39310863089587983,0.9999962122176709,,2.0,,
