matched,jao_id,pypsa_ids,path_length,length_ratio,match_quality,is_geometric_match,is_parallel_circuit,is_duplicate,locked_by_corridor,jao_r,jao_x,jao_b,jao_length_km,matched_lines_data,allocated_r_sum,allocated_x_sum,allocated_b_sum,forced_unmatched,jao_name,jao_voltage,jao_length,match_score,electrical_score,geometric_score,direction_score,parallel_group,segments,match_details,manual_match
True,106,relation/2247334-380,57.868886949330474,1.065809277676198,Parallel Circuit - Fair Match,,True,,,2.5835,15.606,0.0002707424548863,61.654,"[{'network_id': 'relation/2247334-380', 'length_km': 61.81748, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.854524, 'original_x': 15.2071, 'original_b': 0.000268, 'allocated_r': 2.5835, 'allocated_x': 15.606, 'allocated_b': 0.0002707424548863, 'allocated_r_per_km': 0.04190320173873552, 'allocated_x_per_km': 0.2531222629513089, 'allocated_b_per_km': 4.391320188248938e-06}]",2.5835,15.606,0.0002707424548863,,Röhrsdorf - Weida 573,400.0,54.29572453666662,0.40712597394956224,0.0008916835964357661,0.07990451158421363,0.9999980616499795,1_106,1.0,,
True,107,relation/2247333-380,92.31410320284344,1.0811352337742095,Fair Match,,False,,,4.2693,25.789,0.0004598349167059,103.396,"[{'network_id': 'relation/2247333-380', 'length_km': 103.57341000000001, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 3.107202, 'original_x': 25.479059, 'original_b': 0.00044903, 'allocated_r': 4.2693, 'allocated_x': 25.789, 'allocated_b': 0.0004598349167059, 'allocated_r_per_km': 0.04129076560021665, 'allocated_x_per_km': 0.24941970675848196, 'allocated_b_per_km': 4.447318239640799e-06}]",4.2693,25.789,0.0004598349167059,,Remptendorf - Röhrsdorf 574,400.0,85.38626835847147,0.40960565957684525,0.0008958913210100894,0.10207699886007203,0.9999994732715779,,1.0,,
True,108,relation/2247335-380,37.10754652067961,1.1221437079079581,Fair Match,,False,,,1.8371,11.097,0.0002074079469899,45.505,"[{'network_id': 'relation/2247335-380', 'length_km': 45.435370000000006, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.363061, 'original_x': 11.177101, 'original_b': 0.00019698, 'allocated_r': 1.8371, 'allocated_x': 11.097, 'allocated_b': 0.0002074079469899, 'allocated_r_per_km': 0.04037138775958685, 'allocated_x_per_km': 0.24386331172398634, 'allocated_b_per_km': 4.557915547520053e-06}]",1.8371,11.097,0.0002074079469899,,Remptendorf - Weida 575,400.0,33.068444138817284,0.4382530791518552,0.0009010134317617435,0.2494659031371633,0.9999999512401969,,1.0,,
True,109,relation/10588954-380,72.48841105034714,1.1726982443671017,Parallel Circuit - One-to-One,,True,,,2.9546,22.144,0.0003566964298885,84.359,"[{'network_id': 'relation/10588954-380', 'length_km': 83.86228999999999, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 2.515869, 'original_x': 20.630123, 'original_b': 0.00036358, 'allocated_r': 2.9546, 'allocated_x': 22.144, 'allocated_b': 0.0003566964298885, 'allocated_r_per_km': 0.03502412309297171, 'allocated_x_per_km': 0.26249718465131167, 'allocated_b_per_km': 4.228315056941168e-06}]",2.9546,22.144,0.0003566964298885,,Streumen - Eula 585,400.0,61.81335343387395,0.41631360617301755,0.0009396802779630953,0.20209753359321622,0.9999999177542337,109_110,1.0,,
True,110,relation/3707292-380,72.48841105034714,1.1726982443671017,Parallel Circuit - One-to-One,,,,,2.9546,22.144,0.0003566964298885,84.359,"[{'network_id': 'relation/3707292-380', 'length_km': 83.86228999999999, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 2.515869, 'original_x': 20.630123, 'original_b': 0.00036358, 'allocated_r': 2.9546, 'allocated_x': 22.144, 'allocated_b': 0.0003566964298885, 'allocated_r_per_km': 0.03502412309297171, 'allocated_x_per_km': 0.26249718465131167, 'allocated_b_per_km': 4.228315056941168e-06}]",2.9546,22.144,0.0003566964298885,,Streumen - Eula 586,400.0,,,,,,,,,
True,111,relation/14617003-380-b,16.917273365538897,1.318489937743232,Parallel Circuit - One-to-One,,True,,,0.7639,4.9919,9.08548595418168e-05,20.185,"[{'network_id': 'relation/14617003-380-b', 'length_km': 12.02443, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.180366, 'original_x': 1.479005, 'original_b': 0.00010426, 'allocated_r': 0.38195, 'allocated_x': 2.49595, 'allocated_b': 0.0001817097190836336, 'allocated_r_per_km': 0.01892246717859797, 'allocated_x_per_km': 0.12365370324498391, 'allocated_b_per_km': 9.002215461165897e-06}]",0.38195,2.49595,0.0001817097190836336,,Eula - Pulgar 587,400.0,12.830794442386889,0.48635988195490104,0.0004468550528744508,0.4739224011910341,0.9999854147375234,111_112,2.0,,
True,112,relation/3707291-380-b,16.917273365538897,1.318489937743232,Parallel Circuit - One-to-One,,,,,0.7639,4.9919,9.08548595418168e-05,20.185,"[{'network_id': 'relation/3707291-380-b', 'length_km': 12.02443, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.180366, 'original_x': 1.479005, 'original_b': 0.00010426, 'allocated_r': 0.38195, 'allocated_x': 2.49595, 'allocated_b': 0.0001817097190836336, 'allocated_r_per_km': 0.01892246717859797, 'allocated_x_per_km': 0.12365370324498391, 'allocated_b_per_km': 9.002215461165897e-06}]",0.38195,2.49595,0.0001817097190836336,,Eula - Pulgar 588,400.0,,,,,,,,,
True,113,relation/3707293-380,98.34313780735053,1.1455558343912216,Parallel Circuit - One-to-One,,True,,,3.2561,27.307,0.000441079608564,104.4,"[{'network_id': 'relation/3707293-380', 'length_km': 104.37204, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 3.131161, 'original_x': 25.675522, 'original_b': 0.00045249, 'allocated_r': 3.2561, 'allocated_x': 27.307, 'allocated_b': 0.000441079608564, 'allocated_r_per_km': 0.03118869731800766, 'allocated_x_per_km': 0.2615613026819923, 'allocated_b_per_km': 4.224900465172414e-06}]",3.2561,27.307,0.000441079608564,,Pulgar - Vieselbach 589,400.0,85.84752908147219,0.42275801766301213,0.0009370902184525076,0.16838759427346392,0.9998469714032802,113_114,2.0,,
True,114,relation/5507286-380,98.34313780735053,1.1455558343912216,Parallel Circuit - One-to-One,,,,,3.2561,27.307,0.000441079608564,104.4,"[{'network_id': 'relation/5507286-380', 'length_km': 104.37204, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 3.131161, 'original_x': 25.675522, 'original_b': 0.00045249, 'allocated_r': 3.2561, 'allocated_x': 27.307, 'allocated_b': 0.000441079608564, 'allocated_r_per_km': 0.03118869731800766, 'allocated_x_per_km': 0.2615613026819923, 'allocated_b_per_km': 4.224900465172414e-06}]",3.2561,27.307,0.000441079608564,,Pulgar - Vieselbach 590,400.0,,,,,,,,,
True,115,relation/3730420-380,78.8458199279558,1.0871191188649838,Fair Match,,False,,,2.2251,22.06,0.0003806039499824,85.368,"[{'network_id': 'relation/3730420-380', 'length_km': 85.45658, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 2.563697, 'original_x': 21.022319, 'original_b': 0.00037049, 'allocated_r': 2.2251, 'allocated_x': 22.06, 'allocated_b': 0.0003806039499824, 'allocated_r_per_km': 0.026064801799269045, 'allocated_x_per_km': 0.25841064567519445, 'allocated_b_per_km': 4.458391317383564e-06}]",2.2251,22.06,0.0003806039499824,,Dresden/Süd - Röhrsdorf 591,400.0,72.52730502088443,0.4302384150707846,0.0010251226848213557,0.18921394867631466,0.999999793675076,,1.0,,
True,116,relation/3730421-380,44.83982636169197,1.086379668536782,Fair Match,,False,,,1.1724,12.37,0.0002129685659868,47.765,"[{'network_id': 'relation/3730421-380', 'length_km': 47.78561, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.433568, 'original_x': 11.75526, 'original_b': 0.00020717, 'allocated_r': 1.1724, 'allocated_x': 12.37, 'allocated_b': 0.0002129685659868, 'allocated_r_per_km': 0.024545169056840784, 'allocated_x_per_km': 0.25897623783104784, 'allocated_b_per_km': 4.4586740497602845e-06}]",1.1724,12.37,0.0002129685659868,,Dresden/Süd - Freiberg/Nord 592,400.0,41.274544857863205,0.442919377092552,0.0010481611284133274,0.2393138176198548,1.0,,1.0,,
True,117,relation/3730422-380,34.018385193424905,1.087782493473974,Fair Match,,False,,,1.0522,9.686,0.0001675725521424,37.587,"[{'network_id': 'relation/3730422-380', 'length_km': 37.69885, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 1.130966, 'original_x': 9.273917, 'original_b': 0.00016344, 'allocated_r': 1.0522, 'allocated_x': 9.686, 'allocated_b': 0.0001675725521424, 'allocated_r_per_km': 0.027993721233405166, 'allocated_x_per_km': 0.25769547982015056, 'allocated_b_per_km': 4.458258231367228e-06}]",1.0522,9.686,0.0001675725521424,,Freiberg/Nord - Röhrsdorf 594,400.0,31.273150098952957,0.43485423950126373,0.0009995764751868919,0.20824443155645272,0.9999988927031493,,1.0,,
True,118,way/907494428-380;way/24530081-380;way/30419417-380;way/259468200-1-380,25.958700881564223,1.279634458214627,4-Segment Fair Match,,False,,,0.967,8.748,0.0001463353858042,34.208,"[{'network_id': 'way/907494428-380', 'length_km': 1.43458, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.021519, 'original_x': 0.176453, 'original_b': 1.244e-05, 'allocated_r': 0.02048579236683426, 'allocated_x': 0.18532545152540444, 'allocated_b': 1.2400398467447473e-05, 'allocated_r_per_km': 0.01413412067352666, 'allocated_x_per_km': 0.1278648269410664, 'allocated_b_per_km': 8.555623585371843e-06}, {'network_id': 'way/24530081-380', 'length_km': 21.286060000000003, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.319291, 'original_x': 2.618185, 'original_b': 0.00018457, 'allocated_r': 0.30396478792955167, 'allocated_x': 2.749828298663617, 'allocated_b': 0.00018399505486065264, 'allocated_r_per_km': 0.01413412067352666, 'allocated_x_per_km': 0.1278648269410664, 'allocated_b_per_km': 8.555623585371843e-06}, {'network_id': 'way/30419417-380', 'length_km': 9.043629999999999, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.135654, 'original_x': 1.112366, 'original_b': 7.842e-05, 'allocated_r': 0.12914297315065965, 'allocated_x': 1.168296514086836, 'allocated_b': 7.817243764179201e-05, 'allocated_r_per_km': 0.01413412067352666, 'allocated_x_per_km': 0.1278648269410664, 'allocated_b_per_km': 8.555623585371843e-06}, {'network_id': 'way/259468200-1-380', 'length_km': 2.09429, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.062829, 'original_x': 0.515195, 'original_b': 9.08e-06, 'allocated_r': 0.05981289310590881, 'allocated_x': 0.5410994714482836, 'allocated_b': 9.051440319253918e-06, 'allocated_r_per_km': 0.02826824134705332, 'allocated_x_per_km': 0.2557296538821328, 'allocated_b_per_km': 4.277811792685922e-06}]",0.5134064465529544,4.644549735724141,0.00028361933128914606,,Putlitz/Süd - Perleberg - Putlitz 596,400.0,20.28602833795391,0.43793461120033605,0.0005444536817079126,0.3077346068101681,0.9999999996667135,,4.0,,
True,119,way/43163137-380;way/59524692-380;way/59524693-380,9.164911608068927,1.102326944885705,3-Segment Good Match,,False,,,0.267,2.372,0.0007696902001294,10.69,"[{'network_id': 'way/43163137-380', 'length_km': 2.44164, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.036625, 'original_x': 0.300322, 'original_b': 2.117e-05, 'allocated_r': 0.03219948612629913, 'allocated_x': 0.2860568580209046, 'allocated_b': 0.0003712903209080901, 'allocated_r_per_km': 0.012488306828811975, 'allocated_x_per_km': 0.11094480823199251, 'allocated_b_per_km': 0.00014400190834974744}, {'network_id': 'way/59524692-380', 'length_km': 2.53246, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.037987, 'original_x': 0.311493, 'original_b': 2.196e-05, 'allocated_r': 0.033397188215874375, 'allocated_x': 0.2966971177829738, 'allocated_b': 0.0003851009510357391, 'allocated_r_per_km': 0.012488306828811975, 'allocated_x_per_km': 0.11094480823199251, 'allocated_b_per_km': 0.00014400190834974744}, {'network_id': 'way/59524693-380', 'length_km': 5.1490100000000005, 'num_parallel': 1, 'allocation_status': 'Applied', 'original_r': 0.15447, 'original_x': 1.266656, 'original_b': 2.232e-05, 'allocated_r': 0.135806651315653, 'allocated_x': 1.2064920483922432, 'allocated_b': 0.0003914945641574854, 'allocated_r_per_km': 0.02497661365762395, 'allocated_x_per_km': 0.22188961646398503, 'allocated_b_per_km': 7.200095417487372e-05}]",0.2014033256578265,1.7892460241961217,0.0011478858361013144,,Reuter - Mitte 903,400.0,8.314150035604177,0.6727569438822942,0.00085806358069207,0.8517833263101358,0.9999999999999999,,3.0,,
True,120,way/43163137-380;way/59524692-380,4.711102773610348,1.037255496012928,2-Segment Good Match,,False,,,0.1291,1.2745,0.0002356194490192,5.27,"[{'network_id': 'way/43163137-380', 'length_km': 2.44164, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.036625, 'original_x': 0.300322, 'original_b': 2.117e-05, 'allocated_r': 0.03168570434852536, 'allocated_x': 0.31280736012544985, 'allocated_b': 0.00023131737259131884, 'allocated_r_per_km': 0.012248576850094877, 'allocated_x_per_km': 0.1209203036053131, 'allocated_b_per_km': 8.941914573783682e-05}, {'network_id': 'way/59524692-380', 'length_km': 2.53246, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.037987, 'original_x': 0.311493, 'original_b': 2.196e-05, 'allocated_r': 0.03286429565147463, 'allocated_x': 0.32444263987455013, 'allocated_b': 0.00023992152544708115, 'allocated_r_per_km': 0.012248576850094877, 'allocated_x_per_km': 0.1209203036053131, 'allocated_b_per_km': 8.941914573783682e-05}]",0.06455,0.63725,0.00047123889803839995,,Reuter - Charlottenburg 904,400.0,4.541892322305545,0.7839015283231773,0.0005604600638943746,0.9802151226696495,0.9999999625070549,,2.0,,
True,122,relation/3749527-380-a,5.564368280395139,1.3345704902449689,Parallel Circuit - One-to-One,,True,,,0.151,1.6912,0.0006902079059936,7.55,"[{'network_id': 'relation/3749527-380-a', 'length_km': 7.52627, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.112894, 'original_x': 0.925731, 'original_b': 6.526e-05, 'allocated_r': 0.0755, 'allocated_x': 0.8456, 'allocated_b': 0.0013804158119872, 'allocated_r_per_km': 0.01, 'allocated_x_per_km': 0.112, 'allocated_b_per_km': 0.0001828365313890331}]",0.0755,0.8456,0.0013804158119872,,Teufelsbruch - Reuter 907,400.0,4.169407551768782,0.5390095014038696,0.00046465200753831315,0.8230438850009,0.9999999999999999,122_123,1.0,,
True,123,relation/3749527-380-a,5.564368280395139,1.3345704902449689,Parallel Circuit - Parallel Circuit - Fair Match,,,,,0.151,1.6912,0.0006902079059936,7.55,"[{'network_id': 'relation/3749527-380-a', 'length_km': 7.52627, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.112894, 'original_x': 0.925731, 'original_b': 6.526e-05, 'allocated_r': 0.0755, 'allocated_x': 0.8456, 'allocated_b': 0.0013804158119872, 'allocated_r_per_km': 0.01, 'allocated_x_per_km': 0.112, 'allocated_b_per_km': 0.0001828365313890331}]",0.0755,0.8456,0.0013804158119872,,Teufelsbruch - Reuter 908,400.0,,,,,,,,,
True,124,relation/3749524-380,6.194984032651836,1.0216800764735903,Parallel Circuit - One-to-One,,True,,,0.131,1.513,0.0003683203227068,6.55,"[{'network_id': 'relation/3749524-380', 'length_km': 6.54995, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.098249, 'original_x': 0.805644, 'original_b': 5.679e-05, 'allocated_r': 0.0655, 'allocated_x': 0.7565, 'allocated_b': 0.0007366406454136, 'allocated_r_per_km': 0.01, 'allocated_x_per_km': 0.11549618320610687, 'allocated_b_per_km': 0.00011246422067383206}]",0.0655,0.7565,0.0007366406454136,,Friedrichshain - Mitte 919,400.0,6.063526318369948,0.6347952199153504,0.0004788903128050137,0.9558544944023468,0.9999999999999998,124_125,1.0,,
True,125,relation/3749524-380,6.194984032651836,1.0216800764735903,Parallel Circuit - Parallel Circuit - Good Match,,,,,0.131,1.5196,0.0003765512954592,6.55,"[{'network_id': 'relation/3749524-380', 'length_km': 6.54995, 'num_parallel': 2, 'allocation_status': 'Applied', 'original_r': 0.098249, 'original_x': 0.805644, 'original_b': 5.679e-05, 'allocated_r': 0.0655, 'allocated_x': 0.7598, 'allocated_b': 0.0007531025909184, 'allocated_r_per_km': 0.01, 'allocated_x_per_km': 0.116, 'allocated_b_per_km': 0.00011497749479670229}]",0.0655,0.7598,0.0007531025909184,,Friedrichshain - Mitte 920,400.0,,,,,,,,,
True,126,relation/3749525-380,5.093146426627352,1.0891159868353673,Parallel Circuit - One-to-One,,True,,,0.1076,1.2266,0.0003008389125077,5.38,"[{'network_id': 'relation/3749525-380', 'length_km': 5.48623, 'num_parallel': 3, 'allocation_status': 'Applied', 'original_r': 0.054862, 'original_x': 0.449871, 'original_b': 7.135e-05, 'allocated_r': 0.035866666666666665, 'allocated_x': 0.40886666666666666, 'allocated_b': 0.0009025167375231, 'allocated_r_per_km': 0.006666666666666667, 'allocated_x_per_km': 0.07599752168525402, 'allocated_b_per_km': 0.00016775404043180297}]",0.035866666666666665,0.40886666666666666,0.0009025167375231,,Friedrichshain - Marzahn 921,400.0,4.676404063653912,0.5908503173687968,0.0003640786717191702,0.8341848483860738,0.9999993755212506,126_127,1.0,,
