line_id,EIC_Code,bus0,bus1,voltage,i_nom,circuits,s_nom,r,x,b,length,underground,under_construction,type,tags,geometry,id,v_nom,r_per_km,x_per_km,b_per_km,start_point,end_point,length_km
merged_relation/1208415-380-c+1,11T0-0000-0890-Q,way/23380800-380,way/24478889-380,380,2.58,1,1698.103,0.281152,2.30545,4.063e-05,9371.75,f,f,Al/St 240/40 4-bundle 380.0,relation/1208415-380-c;relation/1208415-380-b,"LINESTRING (6.617347419706486 51.47593777438233, 6.6214720927397135 51.481488424130745, 6.6226345 51.48251079725438, 6.625349299999998 51.484870197254885, 6.627005800000005 51.488328197255605, 6.628789300000004 51.49197329725643, 6.630284500000005 51.495077797257146, 6.633786399999998 51.49650989725747, 6.636018000000004 51.49912279725803, 6.6379921 51.501388197258535, 6.643245000000002 51.502884197258865, 6.649205999999998 51.50462039725927, 6.649942899999999 51.504830597259286, 6.655261300000001 51.50635689725964, 6.661160699999999 51.50812609726004, 6.665621500000001 51.510692597260615, 6.669431900000004 51.512863397261114, 6.674169799999997 51.51392099726128, 6.678941999999998 51.51498929726159, 6.683679800000002 51.51603079726175, 6.688185900000001 51.517034897262015, 6.692915200000001 51.51811379726221, 6.6977044999999995 51.51917669726248, 6.7021763000000005 51.521259497262925, 6.705138561136945 51.522647246530845, 6.7153432986082215 51.526907554646804)",merged_relation/1208415-380-c+1,380,2.999994664817137e-05,0.0002459999466481,4.3353695947928624e-09,POINT (6.617347419706486 51.47593777438233),POINT (6.7153432986082215 51.526907554646804),7.988823427139703
merged_relation/14592471-380-b+1,11TD400000534-LN,way/25306752-380,way/31131325-380,380,2.58,1,1698.103,1.233376,10.113687,0.00017824,41112.55,f,f,Al/St 240/40 4-bundle 380.0,relation/14592471-380-a;relation/14592471-380-b,"LINESTRING (9.42510947723808 48.06460188101222, 9.424687599529268 48.056957058526955, 9.4252048 48.05465259635699, 9.425667600000002 48.0525633963563, 9.426258500000003 48.05001609635556, 9.426766900000002 48.047687896354816, 9.426706800000005 48.044821396353996, 9.426605099999996 48.04203129635314, 9.426504699999995 48.03919199635228, 9.426426000000005 48.036366896351446, 9.426361299999995 48.034289896350764, 9.426285699999994 48.03198079635009, 9.426186300000001 48.02937439634932, 9.426122400000002 48.02691169634853, 9.426030999999996 48.02434469634777, 9.425957200000003 48.021780196346995, 9.427797299999998 48.01932409634627, 9.429393899999997 48.01718859634561, 9.431261099999995 48.01468389634485, 9.432877599999994 48.01253549634423, 9.434643500000002 48.01016489634346, 9.436254 48.00801389634283, 9.437913799999995 48.00579289634214, 9.439725499999998 48.0033666963414, 9.441546299999995 48.00093799634065, 9.443244300000003 47.99866659633996, 9.444475299999995 47.9970189963395, 9.447369699999998 47.9951978963389, 9.450378699999998 47.99331249633839, 9.453398899999994 47.99142589633778, 9.456111000000003 47.98968279633727, 9.459119799999998 47.98779939633664, 9.461980299999995 47.98598979633614, 9.463931899999995 47.98476229633579, 9.463801399999994 47.98213539633495, 9.4636508 47.979752796334225, 9.463514700000006 47.977094096333424, 9.463383900000004 47.97463159633268, 9.463262199999997 47.97210359633192, 9.463128099999997 47.969548296331155, 9.4629644 47.96687259633033, 9.462795300000005 47.96424859632951, 9.465340299999996 47.96208649632882, 9.467915800000002 47.9598788963282, 9.470163499999998 47.95795879632764, 9.472756499999997 47.9557297963269, 9.474918500000001 47.95352029632621, 9.477007899999995 47.95134119632559, 9.478998000000006 47.949248396324926, 9.481125900000004 47.94705439632429, 9.482813400000003 47.94529879632372, 9.484995599999994 47.94304279632305, 9.487096700000004 47.94084679632242, 9.488965800000004 47.938897296321755, 9.4909203 47.936886896321155, 9.492879700000003 47.93485209632055, 9.494700699999996 47.93295269631996, 9.4967867 47.93075519631932, 9.498187099999999 47.92930309631886, 9.500569 47.92680659631808, 9.502275200000003 47.92505389631758, 9.503851799999994 47.92341859631706, 9.505375899999994 47.92183489631653, 9.507126299999998 47.920000096316, 9.508706099999996 47.918409396315546, 9.510897699999997 47.91610629631483, 9.512848300000002 47.914081796314214, 9.5149247 47.91192469631354, 9.516900799999998 47.90987339631289, 9.5189309 47.907755596312235, 9.520484000000003 47.90615719631177, 9.522069600000005 47.904504396311246, 9.523108299999995 47.90213969631055, 9.524350799999995 47.89936569630967, 9.525502000000003 47.896760796308875, 9.526530900000001 47.89448359630823, 9.527698300000003 47.891841296307376, 9.5287985 47.88935209630664, 9.528505699999998 47.88712879630595, 9.528221599999995 47.88504069630528, 9.527951099999996 47.88302909630469, 9.527658199999996 47.880919496304024, 9.527316799999998 47.87836479630325, 9.5270486 47.87627789630259, 9.526711600000004 47.873799096301866, 9.526390900000004 47.87146329630117, 9.526105399999997 47.869284796300484, 9.527454500000001 47.86684239629972, 9.5286887 47.86465129629906, 9.530107600000004 47.862142296298316, 9.531397500000004 47.85983809629755, 9.532754899999999 47.85741639629682, 9.533964299999996 47.85523089629617, 9.535226199999997 47.85298589629542, 9.536539699999999 47.85068419629478, 9.537912300000002 47.848204796294, 9.539007200000006 47.846238196293356, 9.540439800000003 47.8436754962926, 9.541637900000005 47.84159949629198, 9.5431027 47.83894199629118, 9.545203100000002 47.83713159629058, 9.547203500000007 47.83545009629009, 9.549365800000004 47.83360629628952, 9.551629999999994 47.83168319628893, 9.553728499999997 47.82988049628832, 9.556204700000006 47.82780169628772, 9.558490199999996 47.82582959628708, 9.560917800000006 47.8237996962865, 9.5622294 47.821915996285924, 9.5640747 47.8193622962851, 9.565555600000003 47.81731779628449, 9.567266700000001 47.81491519628372, 9.568972300000006 47.81260439628303, 9.571839699999996 47.80856219628178, 9.573607299999999 47.80611399628102, 9.575447200000001 47.80356309628024, 9.576732999999997 47.80165829627964, 9.577832299999999 47.79905309627889, 9.578813599999998 47.79663729627811, 9.579774400000005 47.7942496962774, 9.580830499999998 47.79162269627651, 9.581852400000008 47.78920079627582, 9.583292899999998 47.78554949627465, 9.5841354 47.78353289627406, 9.584907900000005 47.78160779627343, 9.5856829 47.77974799627289, 9.588344699999997 47.77789839627234, 9.5908952 47.776111996271716, 9.593793499999999 47.77411529627119, 9.596712300000005 47.77209229627051, 9.598342999999998 47.77095509627016, 9.600904799999999 47.76902079626954, 9.602967300000001 47.767482796269114, 9.605332600000002 47.765681896268504, 9.607677299999995 47.763918296267974, 9.609294500000004 47.76267279626759, 9.611201399999999 47.76125009626715, 9.613310599999998 47.75964299626664, 9.6154207 47.75803879626618, 9.617584799999998 47.75636929626566, 9.621111799999994 47.754971796265245, 9.624178300000004 47.753761396264856, 9.6272813 47.75253179626448, 9.6343817 47.749722996263614, 9.637683300000006 47.74797269626306, 9.638301292799566 47.74764653137358, 9.645341074037022 47.744597486329)",merged_relation/14592471-380-b+1,380,2.99999878382635e-05,0.0002459999927029,4.335415828013587e-09,POINT (9.42510947723808 48.06460188101222),POINT (9.645341074037022 47.744597486329),31.092260579483536
merged_relation/14592735-380-c+1,11T0-0000-1866-E ,way/24839976-380,way/23084554-380,380,2.58,1,1698.103,0.293281,2.404903,4.238e-05,9776.03,f,f,Al/St 240/40 4-bundle 380.0,relation/14592735-380-b;relation/14592735-380-c,"LINESTRING (6.700418609395519 51.00883053361604, 6.725712566095812 51.002847269449816, 6.730190400000001 51.00319359714519, 6.735337500000005 51.003609197145266, 6.7408683000000025 51.00404319714534, 6.746158300000004 51.00446629714545, 6.7510056000000045 51.004852297145554, 6.756427999999996 51.00528199714569, 6.759881600000004 51.00555349714567, 6.763678799999998 51.00304239714511, 6.767573600000001 51.00047819714451, 6.771161600000004 50.99811549714393, 6.775307299999999 50.99540499714331, 6.779299099999998 50.99277259714271, 6.782242599999999 50.990822597142284, 6.7852105 50.988884997141824, 6.7880764000000005 50.98689949714137, 6.791679399999998 50.98442399714079, 6.7933121 50.98158929714008, 6.794561500000005 50.97947259713964, 6.795975099999998 50.977049597139036, 6.797491799999997 50.974473297138466, 6.7988872810565235 50.972091062860166, 6.804694492178867 50.966347086970586)",merged_relation/14592735-380-c+1,380,3.0000010229101177e-05,0.0002459999611294,4.335093079706179e-09,POINT (6.700418609395519 51.00883053361604),POINT (6.804694492178867 50.966347086970586),8.45458251686464
merged_relation/14650683-220-a+2,10T-CH-DE-000115,way/88916034-220,way/50319857-220,220,1.29,1,491.556,0.573012,2.87461,3.75e-05,9550.2,f,f,Al/St 240/40 2-bundle 220.0,relation/14650683-220-c;relation/14650683-220-a;relation/14650683-220-b,"LINESTRING (7.956371802843401 47.59405809134903, 7.9541542639925895 47.58802334871718, 7.9552729000000015 47.58651019621269, 7.956581800000001 47.58473869621213, 7.9595489000000015 47.58471169621208, 7.962445700000001 47.584693796212136, 7.965207500000002 47.58466469621209, 7.9693287 47.584635396212086, 7.9742310000000005 47.58388329621183, 7.9786676000000005 47.583207196211646, 7.9831622000000015 47.58189639621122, 7.987256300000003 47.580691496210825, 7.991471399999999 47.579450996210475, 7.995386199999999 47.57836749621013, 7.999369699999996 47.57727509620975, 8.0029191 47.57632869620949, 8.006777700000002 47.5752448962091, 8.013194100000002 47.57514589620909, 8.015794199999997 47.57295109620842, 8.018635 47.57062629620772, 8.020761200000004 47.56884739620716, 8.023352300000003 47.566673296206474, 8.0256531 47.56475869620584, 8.02882945159556 47.56210854037713, 8.036790628792474 47.55765331572413)",merged_relation/14650683-220-a+2,220,6e-05,0.000300999979058,3.926619337814914e-09,POINT (7.956371802843401 47.59405809134903),POINT (8.036790628792474 47.55765331572413),7.332395953782583
merged_relation/1636708-380-b+1,11T0-0000-0798-7,way/42097854-380,way/54359256-380,380,2.58,1,1698.103,1.462798,11.994943,0.00021139,48759.93,f,f,Al/St 240/40 4-bundle 380.0,relation/1636708-380-c;relation/1636708-380-b,"LINESTRING (6.813824954948636 49.72493356655963, 6.815656251818199 49.719601251637634, 6.8174548999999995 49.7174083968266, 6.8195362 49.71482649682589, 6.824844900000002 49.712704096825355, 6.828555000000001 49.71122069682497, 6.832171099999999 49.70977489682462, 6.837865800000001 49.70927099682446, 6.843119800000001 49.70880609682434, 6.848749699999997 49.708307896824216, 6.8542039000000035 49.70782519682409, 6.859645200000002 49.70734369682398, 6.8616747999999985 49.7045155968232, 6.863787899999999 49.701571096822434, 6.8656778 49.69893759682176, 6.8674282999999985 49.696498096821074, 6.869309 49.69387699682043, 6.8730059000000026 49.6908582968196, 6.877747899999997 49.68867809681903, 6.883077400000001 49.68620869681842, 6.886698499999998 49.68453699681797, 6.891231199999999 49.682466596817434, 6.891309600000002 49.679042596816494, 6.891386199999999 49.67629999681579, 6.891461499999999 49.67282029681484, 6.889293800000002 49.66887689681387, 6.887941399999998 49.66641679681318, 6.886288700000002 49.66340979681237, 6.888629600000002 49.661282096811846, 6.891933999999998 49.658278496811, 6.8911823 49.65474299681015, 6.890478799999997 49.65143389680926, 6.8895693 49.64687459680803, 6.889077500000002 49.64441889680733, 6.889736600000003 49.64089799680644, 6.890418299999999 49.63721289680547, 6.891137499999998 49.63340659680447, 6.891590400000004 49.63079799680372, 6.892301100000005 49.62704829680278, 6.892818400000003 49.62426339680203, 6.893543500000002 49.62025039680095, 6.894011299999999 49.617666596800305, 6.898885800000004 49.614962596799565, 6.903081200000002 49.61262039679896, 6.903497200000004 49.6109991967985, 6.9043078 49.607790696797636, 6.905231500000002 49.60401839679668, 6.906082600000001 49.60082259679581, 6.904680500000004 49.59693919679479, 6.9035632000000025 49.59382929679399, 6.902402000000003 49.59074049679317, 6.9015476000000024 49.588368696792536, 6.900393799999997 49.585199896791636, 6.896713299999999 49.582167396790865, 6.893372300000002 49.57936899679008, 6.8941171999999975 49.57613739678924, 6.8948182000000005 49.57289119678844, 6.894171899999997 49.570127896787675, 6.893516800000004 49.56704439678685, 6.892669 49.56355909678591, 6.887244100000002 49.56139429678533, 6.883831300000004 49.56008199678496, 6.878378099999998 49.55786709678442, 6.8742189000000025 49.556212796783974, 6.873677199999999 49.55282859678304, 6.873124399999999 49.549328196782135, 6.872702099999998 49.546622696781405, 6.8721571 49.54306519678042, 6.871743199999999 49.540379796779746, 6.871310900000004 49.53775909677904, 6.874487600000002 49.53532079677839, 6.877784699999998 49.53283259677774, 6.881341700000003 49.53009479677701, 6.884919700000001 49.5274630967763, 6.886705700000004 49.52603749677591, 6.891099099999999 49.52271489677502, 6.895124899999997 49.519714296774225, 6.898586400000001 49.519017396774046, 6.902277899999999 49.515866996773184, 6.9051478000000035 49.51343469677253, 6.907152399999998 49.511763296772145, 6.911150700000002 49.5083635967712, 6.912640399999999 49.506400396770694, 6.915083100000001 49.503249196769815, 6.914579300000002 49.50053879676911, 6.913878200000001 49.49681809676808, 6.913177100000003 49.49321089676713, 6.912410400000002 49.48901989676602, 6.911884599999997 49.48628039676525, 6.9114574000000015 49.48406019676466, 6.910592000000004 49.479597996763474, 6.913330499999998 49.47627419676256, 6.916266200000003 49.47267969676162, 6.918259800000003 49.470245296761014, 6.9202644 49.46777509676026, 6.9225866 49.46498449675954, 6.924952700000002 49.46211549675877, 6.927746 49.458619696757815, 6.930648799999999 49.45508089675686, 6.928052700000002 49.45223969675615, 6.925029400000003 49.44864339675517, 6.9224223 49.44556679675432, 6.919826199999997 49.44253279675354, 6.917230099999999 49.43950569675274, 6.918895099999998 49.43757539675218, 6.922657300000003 49.43323889675105, 6.926533100000002 49.428865696749796, 6.9286446 49.42654409674927, 6.927965099999996 49.42419629674857, 6.927242100000003 49.42141029674781, 6.926448300000004 49.41848649674701, 6.925725700000001 49.415704296746256, 6.9245404000000015 49.411435896745104, 6.927776499999999 49.409015396744465, 6.931664899999999 49.4061083967437, 6.935587500000002 49.40322049674293, 6.938635700000002 49.400954996742335, 6.941761500000004 49.3985851967417, 6.946169999999999 49.395430696740775, 6.951976 49.39477909674062, 6.956475899999999 49.39428259674052, 6.962760699999998 49.39361799674036, 6.9669483 49.393202796740226, 6.972076000000005 49.39263149674008, 6.9759246 49.392264396739954, 6.978490199999999 49.38897729673905, 6.981158400000003 49.38549309673813, 6.982946142261935 49.383096444447254, 6.996402110767738 49.3753688482401)",merged_relation/1636708-380-b+1,380,3.0000002050864308e-05,0.0002460000045119,4.33532205645086e-09,POINT (6.813824954948636 49.72493356655963),POINT (6.996402110767738 49.3753688482401),37.21928650547492
merged_relation/1735055-220-a+2,11T0-0000-0540-O,way/66764943-220,way/395847307-220,220,1.29,1,491.556,4.467786,22.413393,0.00029242,74463.1,f,f,Al/St 240/40 2-bundle 220.0,relation/1735055-220-b;relation/1735055-220-a;relation/1735055-220-c,"LINESTRING (6.920161429963585 49.9705861816666, 6.912054175473385 49.9731241269737, 6.910307500000002 49.97353669689309, 6.909889200000002 49.9736417968931, 6.9110439999999995 49.97616899689377, 6.912232400000002 49.97880179689445, 6.914429599999999 49.98210929689529, 6.914961000000004 49.98289069689551, 6.916743500000002 49.98551149689618, 6.918910500000003 49.988775196897016, 6.921189100000002 49.99214369689785, 6.923329799999999 49.995336996898686, 6.925670299999999 49.9988445968996, 6.930670899999999 49.9999411968999, 6.935318200000003 50.000957696900116, 6.940787800000002 50.00215939690043, 6.9460727 50.00334189690073, 6.9505479 50.004318996901034, 6.956218500000001 50.00558989690129, 6.961140100000004 50.0066646969016, 6.966423900000004 50.007797596901845, 6.9717585 50.00901469690221, 6.976891000000001 50.01018269690247, 6.984115700000003 50.01016279690248, 6.990024299999999 50.01019739690254, 6.992980000000005 50.0102350969025, 6.997526100000001 50.01142379690278, 7.001819799999999 50.01249959690304, 7.0051480999999995 50.01306789690323, 7.009411500000002 50.01391719690347, 7.013587799999999 50.0147856969037, 7.018937299999998 50.015949096903974, 7.024771899999998 50.0171563969043, 7.030477099999996 50.01836999690455, 7.035676800000004 50.019459196904876, 7.0390245999999985 50.02016709690507, 7.042897199999997 50.02276189690572, 7.045762699999999 50.02563199690647, 7.0499353 50.02984299690753, 7.054979499999999 50.03496719690886, 7.057781100000002 50.03772049690952, 7.060525199999999 50.04048009691022, 7.062458699999998 50.04241479691075, 7.067584700000002 50.04759269691209, 7.069171200000002 50.04916999691244, 7.072243399999999 50.05225959691319, 7.072169299999997 50.05429449691373, 7.072138800000001 50.05513209691397, 7.0720339 50.05832489691477, 7.0719082 50.062698796915946, 7.071716300000001 50.0677154969172, 7.071604399999998 50.07298499691852, 7.071998100000002 50.075308596919086, 7.072547899999999 50.07855859691995, 7.072923399999998 50.08096929692055, 7.0735031 50.08428259692135, 7.074136399999999 50.08811999692238, 7.077863700000002 50.09071819692303, 7.081224700000002 50.09342039692366, 7.0847083 50.09614759692444, 7.088031699999999 50.09883189692507, 7.0917468 50.1018183969258, 7.0955306 50.10485719692662, 7.0994018 50.10798039692736, 7.101805100000001 50.10989329692785, 7.104361200000001 50.11205889692845, 7.112678800000002 50.1187338969301, 7.115004200000003 50.12063959693061, 7.114701000000001 50.1224574969311, 7.114492999999997 50.123728696931394, 7.114009100000003 50.126900796932176, 7.1134645999999995 50.13036889693306, 7.112960400000001 50.13358059693391, 7.112386400000002 50.1371174969348, 7.112512500000001 50.141853096936, 7.112621599999998 50.14420689693658, 7.112884599999998 50.14798079693753, 7.112930899999999 50.14985959693797, 7.113126700000001 50.151360096938355, 7.1133574 50.15504829693929, 7.113580000000003 50.158273596940106, 7.1137852000000015 50.16158139694095, 7.116255400000004 50.16311029694131, 7.1198488000000015 50.165305596941884, 7.1233888000000025 50.16750069694245, 7.126255700000001 50.16928529694285, 7.134997200000003 50.172610996943746, 7.138406499999999 50.17497709694434, 7.141694899999997 50.17726169694491, 7.145248800000001 50.17972139694552, 7.149095100000001 50.182382096946164, 7.152621799999999 50.184821296946815, 7.156760899999998 50.187668296947535, 7.161905299999997 50.18781089694757, 7.166929099999998 50.187953396947584, 7.171400400000001 50.188089696947635, 7.175818000000005 50.18822349694766, 7.181614199999999 50.188394896947706, 7.185709899999998 50.18894109694789, 7.190433300000004 50.189572796948, 7.1958727999999965 50.1902922969482, 7.200778999999999 50.19096369694839, 7.2044776 50.19363759694901, 7.208479400000002 50.19652909694974, 7.2114082 50.19863359695027, 7.213832899999998 50.200359496950746, 7.216695199999999 50.20244409695121, 7.219566799999998 50.20449619695179, 7.222637699999998 50.20671979695234, 7.225244200000002 50.20858719695279, 7.230296599999998 50.21003349695311, 7.2349023000000035 50.211365896953474, 7.239756499999999 50.212746996953896, 7.244195800000001 50.21402239695415, 7.249601800000002 50.21558099695457, 7.2544229 50.21696299695491, 7.258533100000002 50.2181337969552, 7.262285500000001 50.21921079695546, 7.266152099999999 50.22031259695573, 7.271085499999998 50.2217197969561, 7.2745513000000015 50.222710596956304, 7.279550099999997 50.224147896956715, 7.284291100000002 50.22545609695704, 7.288977599999999 50.226819396957396, 7.2942684999999985 50.2283198969577, 7.299268199999998 50.229752396958084, 7.3054871000000015 50.2315054969585, 7.308691000000002 50.23241709695874, 7.3120315 50.233345396959, 7.3158109000000024 50.234145196959226, 7.318443499999998 50.23646049695981, 7.321857999999999 50.239454996960546, 7.325034999999996 50.242227096961216, 7.328092800000001 50.24493989696191, 7.331295299999999 50.247744296962594, 7.333400800000003 50.25036939696326, 7.335475499999999 50.25293509696391, 7.337831900000001 50.25585389696464, 7.340180800000002 50.25875499696537, 7.342360799999998 50.26147669696603, 7.344695599999999 50.264365096966735, 7.346874900000001 50.26707319696746, 7.348775300000001 50.26942799696802, 7.350788299999996 50.272490196968796, 7.3528402 50.27562689696958, 7.3548612 50.27869689697034, 7.356671700000001 50.281382796970995, 7.359030699999998 50.28488089697187, 7.361028900000003 50.287853496972645, 7.362862199999999 50.29056709697332, 7.3647611999999985 50.29339029697403, 7.366813800000003 50.296453096974766, 7.369756199999998 50.29800849697515, 7.372233199999998 50.299321796975434, 7.3753144000000015 50.30096819697586, 7.378878399999999 50.30286179697639, 7.382418199999999 50.304749696976856, 7.386049899999997 50.30667269697731, 7.389849300000001 50.308719696977874, 7.393151100000002 50.31046869697822, 7.3964207 50.31220299697869, 7.3997104 50.313951796979126, 7.403313999999997 50.31586919697957, 7.407940800000002 50.31832949698019, 7.411236500000004 50.320081996980626, 7.4147697000000035 50.3219601969811, 7.418389300000004 50.32388799698159, 7.422312000000001 50.32597079698207, 7.426504299999999 50.3282018969827, 7.431129800000003 50.33066409698329, 7.435352900000001 50.3329010969838, 7.439706200000001 50.335212396984424, 7.4443786 50.337690496985005, 7.448188699999998 50.33971309698555, 7.451109600000003 50.341268296985895, 7.454144699999998 50.34289739698633, 7.458080600000003 50.34499479698683, 7.462197799999998 50.34497189698682, 7.466384799999999 50.344948596986825, 7.470805000000002 50.3449382969868, 7.475675900000002 50.344926396986835, 7.480332300000003 50.34491269698681, 7.484368999999999 50.34518059698683, 7.488535800000001 50.34546899698697, 7.492907900000001 50.34575719698703, 7.496830500000003 50.34602529698716, 7.499360600000002 50.345900496987085, 7.496562700000002 50.34752889698745, 7.491425099999998 50.35056559698824, 7.491362200000003 50.350734496988245, 7.490476299999997 50.35311379698884, 7.489264600000001 50.35640309698969, 7.487915000000002 50.35996499699053, 7.486634099999999 50.36339599699141, 7.485353999999999 50.36676539699225, 7.484180499999996 50.37017929699309, 7.480812100000003 50.37142549699335, 7.475959099999998 50.37330899699382, 7.471415700000004 50.375018396994236, 7.466304699999997 50.37699399699479, 7.462418500000001 50.378465696995164, 7.4585455 50.37993419699546, 7.4551836000000025 50.381229696995845, 7.450026000000006 50.38318299699627, 7.444760699999998 50.38515519699678, 7.446782500000003 50.38858249699764, 7.448929499999998 50.392484796998616, 7.45016604681944 50.394482981149, 7.449470638211753 50.40220345583261)",merged_relation/1735055-220-a+2,220,6e-05,0.000300999998657,3.927045744805144e-09,POINT (6.920161429963585 49.9705861816666),POINT (7.449470638211753 50.40220345583261),61.70700316313057
merged_relation/1735059-220-d+2,11T0-0000-0394-2,way/151967290-220,way/66764943-220,220,1.29,1,491.556,2.401903,12.049545,0.0001572,40031.71,f,f,Al/St 240/40 2-bundle 220.0,relation/1735059-220-c;relation/1735059-220-d;relation/1735059-220-b,"LINESTRING (6.4749224288066625 49.922508957811395, 6.47676672758925 49.91418709363958, 6.4763570999999995 49.91295789687751, 6.4789279 49.91084449687698, 6.4819385999999986 49.908402296876325, 6.484903199999998 49.90597689687569, 6.487851900000002 49.90350739687509, 6.490936599999999 49.900970996874435, 6.493769599999997 49.898641496873815, 6.496241200000001 49.89660899687331, 6.498936000000003 49.894401796872685, 6.501526000000004 49.892275296872185, 6.504211400000002 49.89005329687156, 6.507073799999999 49.88770049687099, 6.509689100000003 49.88548709687043, 6.512023599999998 49.883577896869916, 6.514922099999997 49.88129959686936, 6.5182659 49.88202019686951, 6.5224201 49.88289419686974, 6.525741500000001 49.883597996869916, 6.530644399999997 49.884646196870165, 6.534717600000002 49.88553659687045, 6.539210999999999 49.88648429687068, 6.543857299999998 49.88745959687095, 6.549222799999999 49.886256296870606, 6.553992199999998 49.88515949687035, 6.558844000000003 49.88409979687008, 6.562945799999996 49.88315179686983, 6.565945700000001 49.88247869686964, 6.5693087000000014 49.883426696869904, 6.575391300000003 49.88377559686997, 6.581340200000001 49.88409569687008, 6.586152300000003 49.88577689687052, 6.591084099999999 49.88743869687096, 6.596049300000001 49.8891046968713, 6.599021700000001 49.890113696871616, 6.610478100000003 49.888889996871335, 6.613877700000002 49.88851959687118, 6.619232000000003 49.88791159687105, 6.623246100000004 49.88750619687096, 6.627385999999998 49.88704809687082, 6.631865699999997 49.88656169687072, 6.636692499999999 49.88604579687053, 6.6399968000000005 49.88701689687083, 6.6450256 49.8885388968712, 6.648677699999999 49.88959859687146, 6.653576099999998 49.891017796871836, 6.657815099999999 49.89232959687217, 6.662317400000003 49.89368359687249, 6.667219200000003 49.895166996872945, 6.671567999999998 49.89643939687327, 6.676680000000003 49.89792909687366, 6.681971199999999 49.89954579687404, 6.686753000000002 49.900928196874396, 6.690947199999998 49.902142296874736, 6.6968877 49.90391869687521, 6.701286000000002 49.90523259687555, 6.705447600000001 49.90503809687546, 6.7100618999999995 49.9048704968754, 6.716988099999998 49.904082996875196, 6.722775100000001 49.905368696875556, 6.728244700000002 49.90650639687581, 6.733531100000002 49.907639196876126, 6.738226000000001 49.90859659687641, 6.741120400000001 49.91108409687702, 6.744259599999998 49.913688096877735, 6.747515800000001 49.91642889687843, 6.752590699999996 49.91726579687865, 6.757412900000005 49.91801689687884, 6.762788199999998 49.91890729687905, 6.767826800000002 49.91967379687922, 6.7720370999999995 49.92245949688002, 6.775583900000001 49.92481489688059, 6.779416400000002 49.92730509688123, 6.784142000000002 49.93043689688204, 6.789503799999999 49.93302009688267, 6.790594099999998 49.934645396883106, 6.7938119 49.93675039688362, 6.801871000000003 49.93513359688323, 6.806274300000002 49.934339796883016, 6.8100454000000035 49.933471196882806, 6.814992599999997 49.932407696882535, 6.818115299999998 49.93179999688238, 6.824015700000001 49.932057096882474, 6.830385599999999 49.93233329688252, 6.8336346 49.93246929688254, 6.838441000000001 49.93264069688264, 6.845997700000004 49.932495296882585, 6.852648899999999 49.93237489688249, 6.858077400000004 49.93225499688248, 6.863406899999999 49.93216779688246, 6.868747100000004 49.932084996882416, 6.8748359 49.933459096882785, 6.8789372 49.934382496883046, 6.883239200000001 49.93596639688341, 6.8874831 49.93752459688383, 6.888382000000003 49.940447496884566, 6.889346000000004 49.94337549688533, 6.890388800000004 49.94688839688624, 6.891470200000001 49.95028799688715, 6.8925948 49.954038996888066, 6.894962000000001 49.95639049688867, 6.897579899999998 49.9589719968894, 6.9001977000000005 49.96148439689004, 6.9030945 49.96438999689078, 6.905823500000002 49.96708149689146, 6.907759400000004 49.96900789689197, 6.9089154 49.97154839689257, 6.909046399999999 49.971839296892675, 6.909889200000002 49.9736417968931, 6.910307500000002 49.97353669689309, 6.912054175473385 49.9731241269737, 6.920161429963585 49.9705861816666)",merged_relation/1735059-220-d+2,220,6.000000999207878e-05,0.0003010000072442,3.926886960362173e-09,POINT (6.4749224288066625 49.922508957811395),POINT (6.920161429963585 49.9705861816666),35.94423560145302
merged_relation/3693986-380-c+1,11TD400000529-L8,way/1327333163-380,way/41334805-380,380,2.58,1,1698.103,0.37325,3.060651,5.394e-05,12441.67,f,f,Al/St 240/40 4-bundle 380.0,relation/3693986-380-b;relation/3693986-380-c,"LINESTRING (9.149469011850295 49.14295666229194, 9.143626410886048 49.13150347939443, 9.143774599999993 49.13109179666852, 9.144931999999995 49.127938396667695, 9.146090699999997 49.124645596666795, 9.147109399999996 49.121661196665954, 9.1484912 49.11788909666491, 9.149299699999998 49.115684396664264, 9.151639800000002 49.114303496663915, 9.155760600000006 49.11179179666325, 9.159166899999999 49.10972319666263, 9.1632364 49.107237696661976, 9.167211899999995 49.10481699666127, 9.170239899999997 49.1030063966608, 9.171766500000004 49.10043689666007, 9.173615600000005 49.097442396659225, 9.175498600000003 49.09438339665839, 9.177417499999997 49.09122959665751, 9.179108799999998 49.08849179665677, 9.180419399999996 49.08642029665621, 9.182078299999995 49.08376099665542, 9.183578899999993 49.081367396654805, 9.185395000000005 49.07810059665382, 9.187141299999995 49.07508769665301, 9.189053399999995 49.071785796652094, 9.191103800000002 49.068225596651075, 9.192950900000003 49.06502039665027, 9.194750200000001 49.06197349664942, 9.1960469 49.05892259664848, 9.197796099999993 49.055054696647446, 9.199281199999994 49.05167319664651, 9.200866699999997 49.04814719664554, 9.201202285954217 49.04738422865267, 9.204911651335385 49.042365324284425)",merged_relation/3693986-380-c+1,380,2.9999991962493783e-05,0.0002460000144675,4.335430854539624e-09,POINT (9.149469011850295 49.14295666229194),POINT (9.204911651335385 49.042365324284425),9.032179029313095
