id,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Imax,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line,Unnamed: 26,r_per_km,x_per_km,b_per_km
2510,Y-Huntorf (-Sottrum - Conneforde) gelb,4.631,25.778,0.00020012,67.317,,"LINESTRING (8.406023199999995 53.23477579761161, 9.25043491144298 53.114999312728685)",536779518,955268863T,11T0-0000-1120-9,TENNETGMBH,Y-Huntorf,Sottrum,220,,,,,,,883.0,,,194.26,False,,0.0687939153557051,0.3829344742041387,2.972800332753985e-06
2511,Y-Niederlangen (-Doerpen/W - Meppen) EOWS,0.338,3.787,4.9069e-05,12.928,,"LINESTRING (7.1915374 52.872392997542896, 7.256613692332293 52.98098767825491)",375714534,142487746,11T0-0000-0990-L,TENNETGMBH,Y-Niederlangen,Doerpen/W,400,,,,,,,2575.0,,,1030.0,False,,0.02614480198019802,0.29293007425742573,3.7955600247524752e-06
2512,Y-Niederlangen (-Niederlangen - Doerpen/W - Meppen) EOWS,0.008,0.1,1.21e-06,0.333,,"LINESTRING (7.1915374 52.872392997542896, 7.194564904714259 52.86984106321111)",375714534,797009308,11T0-0000-0991-I,TENNETGMBH,Y-Niederlangen,Niederlangen,400,,,,,,,750.0,,,300.0,False,,0.024024024024024024,0.3003003003003003,3.6336336336336338e-06
2513,Y-Rhede (-Diele - Doerpen/W) schwarz,0.347,3.881,5.03e-05,13.119,,"LINESTRING (7.254656899999971 53.02667164757224, 7.311363464926872 53.125766304247875)",32042992,177829920,11T0-0000-1018-V,TENNETGMBH,Y-Rhede,Diele,400,,,,,,,2216.0,,,886.4,False,,0.026450186752039025,0.29583047488375636,3.834133699214879e-06
2514,Y-Rhede (-Doerpen/W - Diele) schwarz,0.138,1.543,1.9999e-05,5.218,,"LINESTRING (7.254656899999971 53.02667164757224, 7.256613692332293 52.98098767825491)",32042992,142487746,11T0-0000-1020-E,TENNETGMBH,Y-Rhede,Doerpen/W,400,,,,,,,2216.0,,,886.4,False,,0.02644691452663856,0.29570716749712533,3.832694518972786e-06
2515,Y-Voerden (-Grohnde - Bergshausen) 1,0.84,7.231,0.000127005,28.938,,"LINESTRING (9.231902099999994 51.810193297326066, 9.390175306207354 52.02668688835409)",533737514,24413992,11T0-0000-1037-Q,TENNETGMBH,Y-Voerden,Grohnde,400,,,,,,,,2616.0,3150.0,1260.0,False,,0.02902757619738752,0.2498790517658442,4.388865851130002e-06
2516,Y-Voerden (-Voerden - Grohnde - Bergshausen) 1,0.015,0.127,2.199e-06,0.258,,"LINESTRING (9.231902099999994 51.810193297326066, 9.228111325885807 51.8124540009231)",533737514,42681484,11T0-0000-1038-N,TENNETGMBH,Y-Voerden,Voerden,400,,,,,,,883.0,,,353.2,False,,0.05813953488372093,0.49224806201550386,8.523255813953489e-06
2517,Y-Waldeck (-Borken - Twistetal) 3,0.514,4.675,8.4176e-05,18.632,,"LINESTRING (9.095729599999999 51.16389409718229, 9.259408693957013 51.060624162450566)",503851756,156673636,11T0-0000-1015-3,TENNETGMBH,Y-Waldeck,Borken,400,,,,,,,,2720.0,3154.0,1261.6,False,,0.027586947187634176,0.2509124087591241,4.517818806354659e-06
2518,Y-Waldeck (-Twistetal - Borken) 3,0.6371,5.9284,0.0001041187,23.32891,,"LINESTRING (9.095729599999999 51.16389409718229, 8.992792447752926 51.343009403038764)",503851756,41232144,11T0-0000-1017-Y,TENNETGMBH,Y-Waldeck,Twistetal,400,,,,,,,,2720.0,3154.0,1261.6,False,,0.027309462808163775,0.2541224600720737,4.463076071706736e-06
2519,Y-Waldeck (-Borken - Twistetal) 2,0.55,4.735,8.3152e-05,18.639,,"LINESTRING (9.095729599999999 51.16389409718229, 9.259408693957013 51.060624162450566)",503851756,156673636,11T0-0000-1465-0,TENNETGMBH,Y-Waldeck,Borken,400,,,,,,,,2620.0,3150.0,1260.0,False,,0.029508020816567417,0.25403723375717585,4.46118353988948e-06
2520,Y-Wechold (-Landesbergen - Sottrum) rot/1,3.346,12.87,0.000168468,42.692,,"LINESTRING (9.145084451718327 52.85279753738912, 9.125265746125372 52.53826407257752)",28812249,27739871T,11T0-0000-1049-G,TENNETGMBH,Y-Wechold,Landesbergen,220,,,,,,,,886.0,1108.0,243.76,False,,0.07837533964208751,0.30146163215590743,3.946125737843155e-06
2521,Y-Wechold (-Sottrum - Landesbergen) rot/1,2.613,10.05,0.000131554,33.806,,"LINESTRING (9.145084451718327 52.85279753738912, 9.25043491144298 53.114999312728685)",28812249,955268863T,11T0-0000-1052-X,TENNETGMBH,Y-Wechold,Sottrum,220,,,,,,,,886.0,949.0,208.78,False,,0.0772939714843519,0.2972845057090458,3.891439389457494e-06
2523,Y-Wechold (-Landesbergen - Sottrum) gelb/2,3.346,12.87,0.000168468,42.612,,"LINESTRING (9.145084451718327 52.85279753738912, 9.125265746125372 52.53826407257752)",28812249,27739871T,11T0-0000-1046-P,TENNETGMBH,Y-Wechold,Landesbergen,220,,,,,,,,886.0,1108.0,243.76,False,,0.07852248192997277,0.3020275978597578,3.953534215713883e-06
2524,Y-Wechold (-Sottrum - Landesbergen) gelb/2,2.613,10.05,0.000131554,33.801,,"LINESTRING (9.145084451718327 52.85279753738912, 9.25043491144298 53.114999312728685)",28812249,955268863T,11T0-0000-1048-J,TENNETGMBH,Y-Wechold,Sottrum,220,,,,,,,,886.0,949.0,208.78,False,,0.07730540516552764,0.2973284814058756,3.89201502914115e-06
2526,Irsching - Zolling 262,1.117,12.212,0.000155647,40.15,,"LINESTRING (11.807606343131416 48.455427536277874, 11.58137197036536 48.76489385044118)",133342285,137602559T,11TD2L000000122D,TENNETGMBH,Zolling,Irsching,220,,,,,,,1600.0,,,352.0,False,,0.027820672478206725,0.30415940224159405,3.876637608966376e-06
2527,Y-Dauersberg (-Asslar - Limburg) WW1,0.515,4.514,7.854e-05,26.164,Internal tie-line with Amprion ,"LINESTRING (8.480095474525806 50.59092925123019, 7.863784835138329 50.7681052577904)",24536211,152403632,11T0-0000-1238-D,TENNETGMBH,Asslar,Dauersberg,400,,,,,,,2612.0,,,1044.8,False,,0.01968353462773276,0.17252713652346735,3.0018345818682157e-06
2528,Guetersloh - Bechterdissen SN2,0.346,3.26,5.9847e-05,39.7769526072261,Internal tie-line with Amprion ,"LINESTRING (8.659610012459172 52.000348571191886, 8.364229613135505 51.927122414892445)",24264701,26383042,11T0-0000-0072-V,TENNETGMBH,Bechterdissen,Guetersloh,400,,,,,,,2720.0,,,1088.0,False,,0.008698504468568659,0.081957007420618,1.5045647310127991e-06
2532,Dillenburg - Dauersberg WO2,1.064,9.684,0.000167359,86.2723316871891,Internal tie-line with Amprion ,"LINESTRING (8.284952486337188 50.75923398210999, 7.863784835138329 50.7681052577904)",24536328,152403632,11T-D2-D7-00020D,TENNETGMBH,Dillenburg,Dauersberg,400,,,,,,,2612.0,,,1044.8,False,,0.012333038636974703,0.11224919751923215,1.9398919297419637e-06
2533,Hanekenfaehr - Doerpen/W EWBL,1.128,10.92,0.000164934,73.0503958694319,Internal tie-line with Amprion ,"LINESTRING (7.256613692332293 52.98098767825491, 7.308241793856249 52.47679095086389)",142487746,61918154,11T-D2-D7-00002F,TENNETGMBH,Doerpen/W,Hanekenfaehr,400,,,,,,,,2216.0,3399.0,1359.6,False,,0.015441394760079788,0.14948584289013414,2.2578111731906027e-06
2534,Hamburg/S - Dollern 982,0.45,3.535,6.5201e-05,57.287,Internal tie-line with 50Hertz ,"LINESTRING (9.501790032393483 53.5428146785941, 9.908850396108354 53.488048567761815)",24502420,11285720,11T-D2-D8-000051,TENNETGMBH,Dollern,Hamburg/S,400,,,,,,,2580.0,,,1032.0,False,,0.007855185295093128,0.06170684448478713,1.1381465253897045e-06
2535,Hamburg/S - Dollern 981,0.45,3.535,6.5201e-05,57.287,Internal tie-line with 50Hertz,"LINESTRING (9.501790032393483 53.5428146785941, 9.908850396108354 53.488048567761815)",24502420,11285720,11T-D2-D8-00063O,TENNETGMBH,Dollern,Hamburg/S,400,,,,,,,2580.0,,,1032.0,False,,0.007855185295093128,0.06170684448478713,1.1381465253897045e-06
2536,Dettingen - Grosskrotzenburg US1,0.061,0.564,9.896e-06,6.64105532266762,Internal tie-line with Amprion ,"LINESTRING (8.958708591309534 50.08260778869055, 8.989507368655051 50.06027980386939)",42410916,42372159,11T-D2-D7-00030A,TENNETGMBH,Grosskrotzenburg,Dettingen,400,,,,,,,2720.0,,,1088.0,False,,0.00918528713227119,0.08492626135411396,1.490124614114028e-06
2537,Urberach - Grosskrotzenburg UN2,0.321,2.985,5.2417e-05,35.2630003736954,Internal tie-line with Amprion ,"LINESTRING (8.958708591309534 50.08260778869055, 8.772275034667393 49.974574337842036)",42410916,23284340,11T-D2-D7-000318,TENNETGMBH,Grosskrotzenburg,Urberach,400,,,,,,,2720.0,,,1088.0,False,,0.009103025737975815,0.08464963186248538,1.4864588788394965e-06
2540,Helmstedt - Wolmirstedt 492,0.755,6.805,0.000105642,48.692,Internal tie-line with 50Hertz,"LINESTRING (10.99933307080216 52.20014201201314, 11.639147591424324 52.268969915491525)",26474759,26472665,11T-D2-D8-000213,TENNETGMBH,Helmstedt,Wolmirstedt,400,,,,,,,3018.0,,,1207.2,False,,0.015505627207754868,0.13975601741559188,2.1695966483200527e-06
2541,Helmstedt - Wolmirstedt 491,0.755,6.805,0.000105642,48.699,Internal tie-line with 50Hertz,"LINESTRING (10.99933307080216 52.20014201201314, 11.639147591424324 52.268969915491525)",26474759,26472665,11T-D2-D8-000205,TENNETGMBH,Helmstedt,Wolmirstedt,400,,,,,,,3018.0,,,1207.2,False,,0.015503398427072426,0.13973592886917596,2.1692847902420996e-06
2542,Mecklar - Vieselbach 449,1.775,16.325,0.000267108,129.724,Internal tie-line with 50Hertz,"LINESTRING (9.7459261338554 50.91762571378276, 11.12324622947705 50.99837544626724)",29309786,143882655,11T-D2-D8-000302,TENNETGMBH,Mecklar,Vieselbach,400,,,,,,,2748.0,,,1099.2,False,,0.013682895994573094,0.12584409978107367,2.059048441306158e-06
2543,Mecklar - Eisenach 450,0.825,6.84,0.000124102,58.214,Internal tie-line with 50Hertz,"LINESTRING (9.7459261338554 50.91762571378276, 10.3863509479475 51.00214825653055)",29309786,948341123,11T-D2-D8-000310,TENNETGMBH,Mecklar,Eisenach,400,,,,,,,2748.0,,,1099.2,False,,0.014171848696189919,0.11749750919022915,2.131823959872196e-06
2544,Redwitz - Remptendorf 414,0.731,7.214,0.000126606,55.969,Internal tie-line with 50Hertz,"LINESTRING (11.19316606904209 50.16207719500104, 11.646043667505104 50.534326597190315)",24757392,128277645,11T-D2-D8-00051V,TENNETGMBH,Redwitz,Remptendorf,400,,,,,,,,2619.0,3600.0,1440.0,False,,0.013060801515124443,0.12889277993174794,2.2620736479122373e-06
2545,Redwitz - Remptendorf 413,0.79,7.463,0.000120386,55.985,Internal tie-line with 50Hertz,"LINESTRING (11.19316606904209 50.16207719500104, 11.646043667505104 50.534326597190315)",24757392,128277645,11T-D2-D8-00050X,TENNETGMBH,Redwitz,Remptendorf,400,,,,,,,,2619.0,3600.0,1440.0,False,,0.014110922568545146,0.13330356345449673,2.150325980173261e-06
2546,Altenfeld - Redwitz 460,0.472,7.084,0.000132855,56.752,Internal tie-line with 50Hertz,"LINESTRING (11.19316606904209 50.16207719500104, 10.991452474308451 50.57344666255494)",24757392,149256409,11T-D2-D8-001015,TENNETGMBH,Redwitz,Altenfeld,400,,,,,,,3600.0,,,1440.0,False,,0.008316887510572314,0.12482379475613194,2.340974767409078e-06
2547,Altenfeld - Redwitz 459,0.472,7.084,0.000132855,56.755,Internal tie-line with 50Hertz,"LINESTRING (11.19316606904209 50.16207719500104, 10.991452474308451 50.57344666255494)",24757392,149256409,11T-D2-D8-001007,TENNETGMBH,Redwitz,Altenfeld,400,,,,,,,3600.0,,,1440.0,False,,0.008316447890053738,0.1248171967227557,2.3408510263412915e-06
2551,Audorf/S - Hamburg/N weiss,0.458,8.247,0.000164148,69.045,Internal tie-line with 50Hertz,"LINESTRING (9.98405879156103 53.74147911005627, 9.725994440003708 54.287812928267236)",22720647,35176751,11T0-0000-0032-A,TENNETGMBH,Hamburg/N,Audorf/S,400,,,,,,,3600.0,,,1440.0,False,,0.006633355058295314,0.11944384097327829,2.3774060395394307e-06
2552,Hamburg/N - Dollern blau,0.314,5.502,9.7798e-05,43.248,Internal tie-line with 50Hertz,"MULTILINESTRING ((9.98405879156103 53.74147911005627, 9.634760424669684 53.59796608682929), (9.591627543551827 53.58010759819229, 9.501790032393483 53.5428146785941))",22720647,24502420,11T0-0000-0966-F,TENNETGMBH,Hamburg/N,Dollern,400,,,,,,,3154.0,,,1261.6,False,,0.007260451350351462,0.12721975582685904,2.2613300036995933e-06
2553,Meitingen - Oberbachern 419,0.55,6.231,0.000112802,75.1879670768094,Internal tie-line with Amprion,"LINESTRING (10.867567075348667 48.539455471749505, 11.370408790512055 48.291489870198205)",24652261,18629425,11T-D2-D7-000504,TENNETGMBH,Meitingen,Oberbachern,400,,,,,,,2400.0,,,960.0,False,,0.007315000277080763,0.08287230313907315,1.500266656827753e-06
2554,Meitingen - Oberbachern 420,0.55,6.231,0.000112802,75.1879670768094,Internal tie-line with Amprion,"LINESTRING (10.867567075348667 48.539455471749505, 11.370408790512055 48.291489870198205)",24652261,18629425,11T-D2-D7-000512,TENNETGMBH,Meitingen,Oberbachern,400,,,,,,,2400.0,,,960.0,False,,0.007315000277080763,0.08287230313907315,1.500266656827753e-06
2555,Ohlensehlen - Wehrendorf DS1,0.667,5.74,0.00010082,61.68,Internal tie-line with Amprion,"LINESTRING (8.307757038447653 52.345635700495734, 8.895627171590633 52.5639899677785)",33411203,953015049,11T-D2-D7-00004B,TENNETGMBH,Wehrendorf,Ohlensehlen,400,,,,,,,2616.0,,,1046.4,False,,0.010813878080415047,0.0930609597924773,1.6345654993514917e-06
2556,Nehden - Twistetal TO3,0.435,4.215,7.4e-05,28.5021255679488,Internal tie-line with Amprion,"LINESTRING (8.624800567043764 51.42788841207949, 8.992792447752926 51.343009403038764)",42797575,41232144,11T-D2-D7-00010G,TENNETGMBH,Nehden,Twistetal,400,,,,,,,2580.0,,,1032.0,False,,0.015262019632990674,0.14788370747828894,2.596297592738643e-06
2557,Nehden - Twistetal TW4,0.435,4.215,7.4e-05,28.5101255679488,Internal tie-line with Amprion,"LINESTRING (8.624800567043764 51.42788841207949, 8.992792447752926 51.343009403038764)",42797575,41232144,11T-D2-D7-00011E,TENNETGMBH,Nehden,Twistetal,400,,,,,,,2580.0,,,1032.0,False,,0.015257737078823278,0.1478422110051497,2.5955690662825803e-06
2560,Y-Frankfurt/SW (-Kriftel - Karben) 2,0.13,1.396,1.9384e-05,26.84,Internal tie-line with Amprion ,"LINESTRING (8.590814 50.13737259693481, 8.47176344120475 50.09732019880541)",249797355,38661452,11T0-0000-1032-4,TENNETGMBH,Y-Frankfurt/SW,Kriftel,400,,,,,,,2760.0,,,1104.0,False,,0.004843517138599106,0.05201192250372578,7.222056631892698e-07
2561,Guetersloh - Bechterdissen SS1,0.346,3.258,5.9847e-05,39.7669526072261,Internal tie-line with Amprion ,"LINESTRING (8.364229613135505 51.927122414892445, 8.659610012459172 52.000348571191886)",26383042,24264701,11T-D2-D7-00257J,TENNETGMBH,Guetersloh,Bechterdissen,400,,,,,,,2720.0,,,1088.0,False,,0.008700691838708504,0.08192732372980435,1.5049430765063232e-06
2562,Altbach - Muehlhausen ws,0.86,8.02,0.000140272,31.47,,"LINESTRING (9.370919280255983 48.71912800289649, 9.215650199269106 48.85230535187762)",37721677,22960899,11TD400000598-LE,TRANSNETBW,Altbach,Muehlhausen,400,,,,,,,,2544.0,3000.0,1200.0,False,,0.02732761360025421,0.25484588496981253,4.457324435970765e-06
2563,Altbach - Wendlingen bl,0.13,2.04,3.188717e-05,7.5,,"LINESTRING (9.370919280255983 48.71912800289649, 9.40058183329799 48.66696738398149)",37721677,26260052,11TD400000597-LI,TRANSNETBW,Altbach,Wendlingen,400,,,,,,,2000.0,,,800.0,False,,0.017333333333333333,0.272,4.2516226666666665e-06
2564,Altlussheim - Daxlanden bl,1.1557,8.713,0.00018702,37.8,,"LINESTRING (8.511568709329678 49.29351704347396, 8.313340225406131 49.00904346929585)",409305507,152261133T,11TD400000568-LT,TRANSNETBW,Altlussheim,Daxlanden,220,,,,,,,2267.0,,,498.74,False,,0.030574074074074076,0.2305026455026455,4.947619047619048e-06
2565,Altlussheim - GKM bl,0.6281,4.6635,9.1797e-05,21.06,,"LINESTRING (8.511568709329678 49.29351704347396, 8.501808581399173 49.444911543677115)",409305507,163093653,11TD400000580-LE,TRANSNETBW,Altlussheim,GKMB,220,,,,,,,,2505.0,3000.0,660.0,False,,0.02982431149097816,0.22143874643874645,4.358831908831909e-06
2566,Beuren - Gurtweil ge,2.32,18.52,0.000385034,77.4,,"MULTILINESTRING ((8.861525797588891 47.80643535101595, 8.722166402958912 47.768728115746185), (8.412019143800954 47.683972996620206, 8.411175285261885 47.68374081202273), (8.403549106573779 47.6816421070055, 8.251925544047335 47.63976982276084))",102743264,31367937,11TD400000559-LU,TRANSNETBW,Beuren,Gurtweil,220,,,,,,,2000.0,,,440.0,False,,0.029974160206718344,0.23927648578811367,4.974599483204134e-06
2567,Beuren - Stockach bl,0.37,2.93,6.078982e-05,12.2,,"LINESTRING (8.861525797588891 47.80643535101595, 9.012744549359166 47.84464188506175)",102743264,31367936,11TD400000569-LP,TRANSNETBW,Beuren,Stockach,220,,,,,,,1980.0,,,435.6,False,,0.030327868852459017,0.24016393442622955,4.982772131147541e-06
2568,Birkenfeld - Daxlanden ge,0.97,6.83,0.0001412146,29.3,Pfinztal,"LINESTRING (8.641605949770542 48.89010574337762, 8.313340225406131 49.00904346929585)",32966636,152261133T,11TD400000581-LA,TRANSNETBW,Birkenfeld,Daxlanden,220,,,,,,,,1123.0,1283.0,282.26,False,,0.03310580204778157,0.23310580204778156,4.819610921501707e-06
2569,Buehl - Weier gn,1.6971,8.4966,0.000111558,28.9,,"LINESTRING (8.120596018028706 48.70536874816383, 7.910729352238209 48.501288341728916)",39011884,146962222,11TD400000566-L0,TRANSNETBW,Buehl,Weier,220,,,,,,,,1261.0,1595.0,350.9,False,,0.058723183391003464,0.29400000000000004,3.860138408304498e-06
2570,Buenzwangen - Laichingen gn,1.09,12.41,0.0001921712,48.1,,"LINESTRING (9.562823506395981 48.70148985775608, 9.704218918217519 48.4649756575073)",26403575,26404600,11TD400000600-LB,TRANSNETBW,Buenzwangen,Laichingen,400,,,,,,,,2511.0,3000.0,1200.0,False,,0.022661122661122662,0.258004158004158,3.995243243243243e-06
2571,Buenzwangen - Wendlingen ge,0.228,3.355,5.5543e-05,12.8,,"LINESTRING (9.562823506395981 48.70148985775608, 9.40058183329799 48.66696738398149)",26403575,26260052,11TD400000601-L7,TRANSNETBW,Buenzwangen,Wendlingen,400,,,,,,,3000.0,,,1200.0,False,,0.0178125,0.262109375,4.339296875e-06
2572,Buers - Obermooweiler bl,2.24,20.4,0.000345418,78.5,,"LINESTRING (9.802325491432548 47.6003738434877, 9.801350568855725 47.65279541079443)",101997887,31131320,11TD400000538-L7,TRANSNETBW,Buers,Obermooweiler,400,,,,,,,2052.0,,,820.8,False,,0.02853503184713376,0.25987261146496815,4.400229299363057e-06
2573,Buers - Obermooweiler ws,2.28,20.5,0.000347146,78.5,,"LINESTRING (9.802325491432548 47.6003738434877, 9.801350568855725 47.65279541079443)",101997887,31131320,11TD400000537-LB,TRANSNETBW,Buers,Obermooweiler,400,,,,,,,2400.0,,,960.0,False,,0.029044585987261146,0.2611464968152866,4.422242038216561e-06
2574,Daxlanden - Eichstetten gn,3.621,31.02,0.0005422389,120.7,Schutter,"LINESTRING (8.313340225406131 49.00904346929585, 7.75186255244282 48.09640574519959)",152261133,87653464,11TD400000588-LJ,TRANSNETBW,Daxlanden,Eichstetten,400,,,,,,,,2352.0,2920.0,1168.0,False,,0.03,0.2570008285004142,4.492451532725766e-06
2575,Daxlanden - Eichstetten rt,3.62,30.41,0.0005472655,120.7,Oberrhein,"LINESTRING (8.313340225406131 49.00904346929585, 7.75186255244282 48.09640574519959)",152261133,87653464,11TD400000577-LS,TRANSNETBW,Daxlanden,Eichstetten,400,,,,,,,,2523.0,3000.0,1200.0,False,,0.0299917149958575,0.251946975973488,4.534096934548467e-06
2576,Daxlanden - KarlsruheWest ge,0.08,0.7,1.137257e-05,3.5,Waidfeld,"LINESTRING (8.313340225406131 49.00904346929585, 8.349126149166961 49.013052152638956)",152261133T,32731290,11TD400000590-L9,TRANSNETBW,Daxlanden,KarlsruheWest,220,,,,,,,600.0,,,132.0,False,,0.022857142857142857,0.19999999999999998,3.249305714285714e-06
2577,Daxlanden - KarlsruheWest rt,0.08,0.7,1.137257e-05,3.5,Rappenwört,"LINESTRING (8.313340225406131 49.00904346929585, 8.349126149166961 49.013052152638956)",152261133T,32731290,11TD400000584-LZ,TRANSNETBW,Daxlanden,KarlsruheWest,220,,,,,,,600.0,,,132.0,False,,0.022857142857142857,0.19999999999999998,3.249305714285714e-06
2578,Daxlanden - Kuehmoos ge,6.064,51.62,0.0008984956,204.2,Rheingraben,"LINESTRING (8.313340225406131 49.00904346929585, 7.9580759143156135 47.59547794146252)",152261133,88916034,11T-D4-D7-00004Q,TRANSNETBW,Daxlanden,Kuehmoos,400,,,,,,,2565.0,,,1026.0,False,,0.029696376101860922,0.25279138099902054,4.4000763956905e-06
2579,Daxlanden - Maximiliansau sw,0.74785,7.8603,0.0001374761,8.0478365626742,"Period 1: 01.03 -30.10; Period 2 01.11-28.02 German internal tie-line to Amprion, length until x-node","LINESTRING (8.313340225406131 49.00904346929585, 8.273277878035184 49.02939466175232)",152261133T,276249131,11T-D4-D7-00002U,TRANSNETBW,Daxlanden,Maximiliansau,220,2442.0,2500.0,,,,,,,,550.0,False,,0.09292559486962274,0.9766972699788669,1.7082367283353267e-05
2580,Daxlanden - Oberwald rt,0.47,3.34,6.302035e-05,13.5,Seehof,"LINESTRING (8.313340225406131 49.00904346929585, 8.445537986650066 48.98608926948394)",152261133T,32725957,11TD400000586-LR,TRANSNETBW,Daxlanden,Oberwald,220,,,,,,,,1535.0,1916.0,421.52,False,,0.03481481481481481,0.2474074074074074,4.668174074074074e-06
2581,Daxlanden - Philippsburg ge,0.5859,8.71,0.00013823,32.6,,"LINESTRING (8.313340225406131 49.00904346929585, 8.44094583391694 49.25022026439998)",152261133,48057110,11TD400000562-LG,TRANSNETBW,Daxlanden,Philippsburg,400,,,,,,,3000.0,,,1200.0,False,,0.017972392638036808,0.26717791411042946,4.240184049079755e-06
2582,Daxlanden - Philippsburg rt,0.586,8.712,0.000138135,32.7,,"LINESTRING (8.313340225406131 49.00904346929585, 8.44094583391694 49.25022026439998)",152261133,48057110,11TD400000585-LV,TRANSNETBW,Daxlanden,Philippsburg,400,,,,,,,3000.0,,,1200.0,False,,0.01792048929663608,0.26642201834862383,4.224311926605505e-06
2583,Daxlanden - RDK7 sw,0.0129,0.1507,1.790708e-06,0.5,,"LINESTRING (8.313340225406131 49.00904346929585, 8.3044623168625 49.01154422390146)",152261133,272646943,11TD400000552-LL,TRANSNETBW,Daxlanden,RDK7,400,,,,,,,1200.0,,,480.0,False,,0.0258,0.3014,3.581416e-06
2584,Daxlanden - RDK8 gn,0.02,0.16,2.796018e-06,0.5,,"LINESTRING (8.313340225406131 49.00904346929585, 8.306240200000007 49.0125818966358)",152261133,809941086,11TD400000547-L6,TRANSNETBW,Daxlanden,RDK8,400,,,,,,,,2720.0,3000.0,1200.0,False,,0.04,0.32,5.592036e-06
2585,Daxlanden - Weingarten ge,0.445,4.09,7.140841e-05,32.7145812629016,German intenral tie-line to Amprion,"LINESTRING (8.313340225406131 49.00904346929585, 8.308455420376111 49.25710489085935)",152261133,259561755,11T-D4-D7-00003S,TRANSNETBW,Daxlanden,Weingarten,400,2720.0,3150.0,,,,,,,,1260.0,False,,0.013602497199150486,0.12502070459443929,2.1827701056646955e-06
2586,Dellmensingen - Laichingen ws,0.6234,6.6472,0.0001010336,23.3,,"LINESTRING (9.885508871535556 48.30406966892505, 9.704218918217519 48.4649756575073)",41389594,26404600,11TD400000526-LK,TRANSNETBW,Dellmensingen,Laichingen,400,,,,,,,,2478.0,2880.0,1152.0,False,,0.02675536480686695,0.2852875536480686,4.33620600858369e-06
2587,Dellmensingen - Obermooweiler gn,2.29,19.22,0.0003413341,76.1,,"LINESTRING (9.885508871535556 48.30406966892505, 9.801350568855725 47.65279541079443)",41389594,31131320,11TD400000535-LJ,TRANSNETBW,Dellmensingen,Obermooweiler,400,,,,,,,,2488.0,2565.0,1026.0,False,,0.03009198423127464,0.2525624178712221,4.485336399474376e-06
2588,Dellmensingen - Rotensohl bl,1.89,18.54,0.0002765858,67.1,,"LINESTRING (9.885508871535556 48.30406966892505, 10.222435812059281 48.73672199502659)",41389594,38325076,11TD400000593-LY,TRANSNETBW,Dellmensingen,Rotensohl,400,,,,,,,,1800.0,2000.0,800.0,False,,0.028166915052160953,0.27630402384500746,4.121994038748137e-06
2590,Eichstetten - Gurtweil ge,4.65,22.72,0.0002568566,72.3,Hoellental Ost,"LINESTRING (7.75186255244282 48.09640574519959, 8.251925544047335 47.63976982276084)",87653464T,31367937,11TD400000571-LF,TRANSNETBW,Eichstetten,Gurtweil,220,,,,,,,,1092.0,1200.0,264.0,False,,0.06431535269709544,0.31424619640387275,3.5526500691562936e-06
2591,Eichstetten - Gurtweil rt,4.65,22.72,0.0002568566,72.3,Hoellental West,"LINESTRING (7.75186255244282 48.09640574519959, 8.251925544047335 47.63976982276084)",87653464T,31367937,11TD400000572-LB,TRANSNETBW,Eichstetten,Gurtweil,220,,,,,,,,1092.0,1200.0,264.0,False,,0.06431535269709544,0.31424619640387275,3.5526500691562936e-06
2592,Eichstetten - Kuehmoos gn,2.5,21.42,0.0003744779,83.4,Dreisam,"LINESTRING (7.75186255244282 48.09640574519959, 7.9580759143156135 47.59547794146252)",87653464,88916034,11TD400000560-LO,TRANSNETBW,Eichstetten,Kuehmoos,400,,,,,,,2400.0,,,960.0,False,,0.029976019184652276,0.2568345323741007,4.490142685851318e-06
2593,Eichstetten - Kuehmoos rt,2.5,21.01,0.0003779336,83.4,Kander,"LINESTRING (7.75186255244282 48.09640574519959, 7.9580759143156135 47.59547794146252)",87653464,88916034,11TD400000573-L7,TRANSNETBW,Eichstetten,Kuehmoos,400,,,,,,,,2508.0,3000.0,1200.0,False,,0.029976019184652276,0.25191846522781774,4.53157793764988e-06
2594,Eichstetten - Weier ge,1.46,11.182,0.0002400177,48.8,,"LINESTRING (7.75186255244282 48.09640574519959, 7.910729352238209 48.501288341728916)",87653464T,146962222,11TD400000579-LK,TRANSNETBW,Eichstetten,Weier,220,,,,,,,2500.0,,,550.0,False,,0.02991803278688525,0.2291393442622951,4.918395491803279e-06
2595,Eichstetten - Weier rt,2.88,14.35,0.000187773,48.8,,"LINESTRING (7.75186255244282 48.09640574519959, 7.910729352238209 48.501288341728916)",87653464T,146962222,11TD400000578-LO,TRANSNETBW,Eichstetten,Weier,220,,,,,,,,1261.0,1496.0,329.12,False,,0.05901639344262295,0.29405737704918034,3.84780737704918e-06
